x1,x2,x3,x4,x5,x6,position
16.828879595,18.237254531,13.165217307,12.901955795,7.8226388283,13.760272512,1
14.241302241,18.413111357,13.267273157,11.216206125,15.070072852,11.240406805,2
12.83433998,18.474286551,11.518409479,6.8491719593,13.975802299,7.6283629411,3
12.187489789,18.743725536,11.891037845,9.2188673597,4.3132128306,5.5416806764,4
14.522617396,14.379271329,13.507265042,14.117730561,14.469442528,11.452754148,5
16.738065828,18.874922538,6.7183107552,16.019053682,10.527361091,7.9615555296,6
13.105082277,18.449840173,10.417638561,1.558175202,16.285137098,10.209218695,7
16.892255574,13.43062013,11.497002705,4.498227329,8.0391684808,9.3161113982,8
16.581373282,15.905487046,9.3108613498,18.584160251,12.801633257,11.58210302,9
11.483636796,16.72226207,13.508721059,6.7969358508,15.3309131,7.0538551086,10
10.64390371,17.621228707,13.379377883,12.970673583,13.496031839,4.5708018718,11
11.770479009,17.72892403,12.117232781,6.172972721,15.558991674,9.772104308,12
14.588121381,14.609958122,11.84566581,1.8101517698,4.6184779592,1.3865341286,13
13.5592722,13.852190301,13.626996641,6.3143559103,10.173086014,13.935458371,14
10.02858559,18.961195426,11.844085241,11.740591138,8.0344173647,10.195358928,15
10.600401718,16.428838671,13.580404295,7.6030046321,13.002616145,11.740471555,16
14.915972225,11.848254107,13.791213056,18.088714391,1.1614210419,10.595706011,17
9.0393226966,17.625678367,13.60498932,2.9079071856,8.5625619814,12.426349746,18
10.037113529,18.787735603,10.910677585,11.468841024,9.378024064,1.3088740676,19
12.919596408,17.90686989,8.8918203511,17.95748084,16.35275954,11.478558034,20
15.527567152,13.548678394,10.582413287,6.3721754309,9.5472303852,8.5173935946,21
14.779330984,13.64848205,11.187908567,17.13943483,2.0098040812,3.0460395785,22
14.255104575,18.036992948,7.2559646268,8.427505122,12.340261534,1.5914843001,23
12.068393171,16.446647604,10.986699897,12.034936123,8.0463408157,5.6528980609,24
11.995726969,15.694665254,11.69959224,3.4681731067,14.830390025,1.6075458664,25
11.708153069,17.032707328,10.552238423,8.9821630637,16.341216657,4.7478624906,26
13.206979752,14.084319499,11.871031673,5.3393298881,6.1883118749,10.214238979,27
16.21134508,15.058962678,7.557336475,11.897442929,1.9967374727,9.0128157926,28
13.496434428,12.725852365,12.478061737,11.35903479,3.5129355937,9.1673322693,29
15.868290901,12.288914419,10.529224613,4.2442624606,7.8223309293,6.4734720606,30
6.6949884295,18.536177569,13.336820314,16.0860264,11.210963175,6.4108238602,31
12.115658354,14.76339021,11.639618667,6.5137392376,4.4094756283,9.3779252465,32
