x1,x2,x3,x4,x5,x6,position
16.875254344,16.125999319,13.368797068,13.009356862,3.5212668553,12.197770504,1
15.775148485,17.462552344,12.202455119,18.747054094,14.791478675,11.590705935,2
16.616508596,14.565642984,13.688405927,15.900339145,5.7847295552,12.634200977,3
16.709084742,18.257146556,9.6857198367,18.421199298,2.0315596499,9.3147088101,4
14.266908661,17.806558928,12.16359006,4.7797071608,3.3635830954,12.141379165,5
15.790064752,18.269709755,9.9709076665,10.455324569,13.045804124,10.555452559,6
16.696308158,18.681579805,8.220195099,11.783776317,8.4858907424,1.6588102842,7
16.547311202,16.613295627,10.224978217,9.4680850953,6.0336773805,2.0993008439,8
12.730246462,17.088376756,13.487564901,5.1730244635,13.813941102,3.8650761221,9
15.550904986,13.323093929,13.882835411,5.7035419792,9.6349075139,6.0508925107,10
15.097992051,18.659145029,8.8301691841,8.0473126979,12.503030214,12.470434169,11
15.103825025,13.487519993,13.390829721,15.503611552,7.3214050345,8.207596529,12
13.608839627,14.843095357,13.341073653,8.498390961,1.0602988079,4.2316646331,13
13.288409792,16.855895104,11.458683368,4.6611983529,6.6451455355,6.8815765649,14
16.615814094,11.503698006,13.45056763,7.1872717859,11.314118806,1.4009693658,15
13.059330415,15.156683821,13.233116842,13.117672941,1.6480359547,12.552239136,16
10.895282149,18.401860747,12.130080227,14.92510114,10.42485154,7.8484975158,17
14.687579107,14.860803561,11.715625039,18.54643276,10.55778072,8.5431651876,18
16.559428543,14.0029034,10.381549058,3.7805709713,11.863997556,8.1212115493,19
13.005882863,16.463418942,11.436436282,13.611770911,10.623577856,9.7204638922,20
8.5161617622,18.77326441,13.149908078,17.083019165,12.804090291,12.181045394,21
8.0410579331,18.467330644,13.715585759,10.70008415,16.251163546,12.058617983,22
14.626727447,15.295194519,10.233281721,8.3041720469,3.1186566874,4.8711279915,23
16.348311186,11.507188973,12.16486933,6.9883040753,10.758288074,12.322742732,24
14.17065097,14.656913473,11.183348003,18.546796304,13.793587588,12.483397032,25
13.215561286,13.882281862,12.892898927,8.7583292304,14.594754405,12.011914497,26
16.566193737,17.013891774,6.3933742677,15.289185881,8.6253423616,13.591298015,27
16.232834306,11.609112173,12.027896364,10.510736907,12.652734954,9.5038297614,28
13.80023963,13.663294835,12.376800527,12.926236161,6.5056972466,5.3325429959,29
13.206926987,18.525005183,7.8680025828,2.1631758013,1.2049003318,11.710371749,30
8.7478795797,18.08359397,12.743359385,11.238890245,5.4228032008,2.513178397,31
13.398208674,14.062759232,12.0950154,14.835321775,5.1396188773,5.5376113246,32
9.1053220183,16.387461855,13.896035448,9.073419706,10.827592134,8.8645305736,33
16.246172011,15.93499124,7.164829883,1.896921399,11.99845336,12.276441531,34
15.756469708,13.989134389,9.5754219997,5.0717355758,7.2121217027,2.2315642626,35
16.847514898,10.650072637,11.769633183,6.8530801013,16.506629817,8.7318321131,36
10.046405103,17.002075076,12.196831755,15.87292217,16.821062893,12.556609182,37
15.465206709,11.862946879,11.877937943,6.1152238934,9.5213672072,12.68131079,38
11.273398191,16.660312391,11.005589047,10.056521344,9.1983341202,2.1742986965,39
16.991402846,10.928910702,10.912919459,16.333860879,14.551118463,7.4931475797,40
11.438217711,18.557658785,8.6154112536,8.9997909185,6.4905128777,8.0846418682,41
12.919735506,17.338629104,8.3447458511,15.844574557,10.992317237,8.7461450375,42
13.028129589,15.419912071,9.9994138537,16.007847677,5.1242285036,1.1653254007,43
11.881799132,14.472858543,11.909677956,15.785576926,7.1342686228,11.244533276,44
16.331642516,17.750790107,4.0169981665,5.3755698386,3.9289374314,12.300596623,45
11.193748295,17.622262661,9.2294266564,5.591645286,11.298541959,10.368438838,46
15.369788531,12.839816555,9.7808400386,17.06746856,14.118836932,11.225876766,47
7.4941534139,16.488935572,13.914692818,8.4792926521,15.266808834,7.4155627044,48
12.98571825,18.158532836,6.6950680311,11.271455607,16.067554798,8.2859194528,49
12.563784782,14.421435106,10.731486161,9.712088034,6.2021253817,1.7587339757,50
13.93823171,18.124177892,5.6528629076,2.1310805972,4.9183206335,5.4051309964,51
7.3749378659,18.880550332,11.325899733,13.497636388,7.8892326839,11.083547263,52
11.604239114,15.84460412,10.132239815,12.038297312,10.690046407,9.0225967856,53
6.672446996,18.741736728,12.014761334,4.6600599857,15.306735851,7.9216107263,54
11.274021141,14.295559908,11.683916251,12.954238942,6.4673480466,5.0722350795,55
15.964337159,14.878115187,6.4015922281,8.8358142339,7.3252207749,7.4767404469,56
6.2286161594,17.902362061,12.948976941,13.069742871,9.4375277869,8.1357956263,57
14.901804887,10.243900126,11.672782773,4.2846070374,4.9737561084,5.4866777025,58
13.304055434,10.862296537,12.623362405,15.116418792,16.062398124,10.65122013,59
15.737952933,9.2102071815,11.762019363,8.8553405479,3.1999266185,1.5566057095,60
9.533364106,16.121158443,11.042536351,4.0926282625,2.3968404643,10.221118871,61
8.1982531548,18.358421593,10.087658356,13.880719928,4.1738524251,2.659627781,62
6.6549201608,17.594333967,12.370954717,13.505304752,6.9922807999,7.83572729,63
8.1783641875,17.828499686,10.605458643,3.8510408751,8.7025773786,12.934227329,64
16.704368971,9.8496873472,9.9628100486,16.422902465,8.9906708077,13.943200273,65
10.543401115,17.229540884,8.593278178,9.4791995282,13.319313787,12.315050684,66
11.316163059,15.524298872,9.3752204631,6.8363924278,5.5695583671,1.7788965662,67
4.5989149995,17.682780266,13.846658424,2.19798797,15.43184955,11.176734881,68
16.199142464,18.454375944,1.4675497375,12.267829813,11.912782881,10.213951833,69
13.031160824,12.184070904,10.844606917,5.6051639547,11.179099392,10.563592128,70
12.471163552,14.681090423,8.5818811622,1.429757501,9.0821943171,8.4577177949,71
14.357380249,9.963207284,11.365994747,4.1265484584,9.7210639976,6.1414521961,72
11.908094715,18.598779707,5.1678891389,2.488948233,13.268763285,5.4141441269,73
12.511875723,12.206565334,10.859573963,6.276838847,2.6008333787,6.6339233534,74
12.100333162,17.025090286,6.3831162876,17.509646327,9.255567044,1.1325641554,75
6.4112687968,16.2342295,12.843242778,5.9305742253,2.4728151448,13.722846041,76
11.551213246,13.614377339,10.286439141,13.214610464,4.6160718165,12.480317265,77
7.2816957347,18.366739705,9.776556907,14.228467153,2.2030126341,7.4623529331,78
12.141350418,14.8943839,8.3659825011,10.359499726,1.9235868193,13.517350065,79
15.048928838,13.125987194,7.1340819309,15.718714623,13.249091875,12.858388574,80
16.173135258,14.213563002,4.8096124493,18.097182997,15.829717312,1.4821209901,81
13.536622066,16.017023644,5.5923641094,13.461299329,16.800125103,8.4015243843,82
16.408399001,11.258293291,7.406995724,8.12978428,7.7805085741,4.1046940768,83
11.998690806,11.576141362,11.343772139,12.118085482,16.199002493,11.805708649,84
13.208619386,8.1855980279,13.375406748,6.7332423301,4.9774573669,7.3796436701,85
3.475271754,17.750763854,13.491885141,18.626459446,4.4634926617,3.8153680507,86
16.083445814,9.3393729925,9.2926199196,12.425789313,13.54272867,12.449757437,87
13.178120371,12.979486148,8.5503769403,9.8686955548,14.404404413,3.0795645909,88
13.666239247,15.395920227,5.5833459785,8.7942392398,8.4294619486,9.4642481436,89
10.215011608,10.385387884,13.992326694,5.7256625006,16.090695057,11.97973775,90
14.315192979,7.0172882522,13.233785789,5.9658219009,10.553253155,8.694507373,91
7.5416100174,18.755007037,8.2622213075,1.6342209154,2.1334677562,5.6829707131,92
12.439391911,16.358590859,5.6832753392,1.8744145054,9.0362678692,12.147691535,93
11.671007309,9.2653788966,13.528615067,13.122494484,4.2945732474,6.6486742191,94
13.884287242,14.728138276,5.843340582,13.630695509,7.4539940655,9.4976992023,95
4.624623619,18.631149435,11.15106915,13.758220852,1.2218184136,10.808127953,96
15.71983612,6.3530601067,12.320002886,14.521828508,16.695443798,2.2466180746,97
6.9652586915,18.746153099,8.5682080092,4.0183749269,15.506981712,6.8524450713,98
16.383400224,10.586446582,7.2768624357,4.8865734381,11.853560749,3.8838311273,99
15.664759699,5.07380863,13.451819045,6.3682791912,9.9706503227,7.9524882103,100
4.8228772692,18.892043811,10.4464062,7.4890693175,3.2788517773,4.6518037422,101
9.6811049134,18.571977763,5.8377032063,5.7681217184,12.523755524,7.345391881,102
12.874700371,9.9363783416,11.15250088,10.205453036,1.7158161737,3.6136811371,103
13.808778152,17.673917586,2.4215584453,4.283613719,6.0218709186,5.7595528525,104
10.4947755,10.313391887,12.996915873,9.4164634598,10.375699457,9.0872276146,105
1.3492378332,18.821171995,13.554244055,11.965067813,3.7628161088,4.9775782381,106
13.661558431,9.6726961024,10.387766056,3.6916037914,7.5972433574,4.4836858748,107
15.969781596,5.248279646,12.296634456,8.7453128514,8.5836797953,13.785894995,108
12.801679306,13.539130845,7.1338835303,4.9477743567,9.3958473988,1.292780272,109
15.771126766,9.8987973998,7.7127273907,3.7114820532,3.3864009343,5.7446991906,110
13.304732006,14.987281291,5.0753714116,17.456236518,3.1853355467,13.907692584,111
15.931068026,11.94844595,5.4546612343,5.8135741851,9.7989160903,8.6431284454,112
11.003028255,16.613484584,5.6071185709,1.5689123906,13.694971625,12.913138365,113
8.9903066419,10.529770571,13.696386033,14.407265264,9.789792791,2.6865685808,114
14.7130206,16.148459073,2.2425993248,15.123921053,4.4674624354,2.7704037796,115
11.32544221,18.16830469,3.5740457785,13.997400638,14.160110336,2.313978649,116
8.1238135323,12.340736474,12.529543364,7.8440244095,8.5113957897,6.2804069307,117
8.6337903254,14.051348436,10.191844754,14.798461941,10.075582642,9.6556081751,118
15.566336676,16.266116615,1.0123062721,8.9643633422,1.1771361716,7.2645089335,119
11.134295408,8.3351601777,13.341207825,18.736038673,4.8928028233,11.337033378,120
9.9479983896,11.819534371,11.022588104,18.684572647,8.4281795733,9.1022008925,121
12.719215367,12.20153211,7.821557954,9.3230378493,8.5930383988,6.3923989879,122
14.392344054,10.429311295,7.871169528,13.728664945,1.266892042,7.4019020461,123
10.130930714,11.169488858,11.364123465,17.792538899,15.053306855,3.7531602101,124
5.3125516251,14.617912289,12.692433875,12.063508849,5.8553545251,12.329353771,125
1.7710370272,18.691736861,12.089106512,5.4173252699,14.185581438,1.298543511,126
7.0557303689,12.884130131,12.58876393,8.004387618,2.3588351756,9.1112898656,127
9.3473608494,10.991225228,12.166522222,16.675376126,9.6043248959,1.7998293983,128
10.820435341,13.248485201,8.429684103,9.8360195183,5.6398952603,6.8891841925,129
10.338671491,14.448296377,7.6947915067,8.9371802434,13.289551672,12.617485335,130
13.683419593,11.290034011,7.2708395943,13.523580084,14.641043067,13.403639564,131
13.063253347,10.563985621,8.6078302739,6.3001988842,10.59314087,6.3225133766,132
10.012816519,14.103876797,8.0883916265,15.263830381,12.458846569,12.648063462,133
10.621365402,16.575226892,4.9987460678,3.1387280351,16.268290922,3.0955686662,134
3.7163385488,16.615863448,11.852781701,6.4176312545,15.714730579,5.75557514,135
16.040548682,12.275650359,3.7391397168,9.2189379688,3.4317412414,12.351838567,136
10.513474908,17.988971248,3.5118581206,10.843216961,10.153903857,10.176432046,137
14.074408699,16.089573747,1.833741741,9.8803873332,2.3544569835,10.67509596,138
15.550698664,12.859195826,3.5504688383,9.7336619925,1.0376418531,4.5623413015,139
14.136545524,8.3837655098,9.4294876314,8.7142087528,12.897122387,2.5995040273,140
12.484053921,11.97391974,7.4627821634,7.6990173967,4.828342665,3.0005825092,141
9.3908692338,14.242983742,8.2249847834,14.198497004,9.6749304719,5.9619792341,142
11.955435671,10.258221735,9.6080283727,2.6821974153,15.062765703,1.4702189651,143
6.5677841455,15.455413672,9.7468681072,14.811335027,5.4905019775,13.114231052,144
12.291812919,11.457884728,8.0054666102,18.890532948,3.0102278888,2.5758032366,145
11.140697658,13.306507341,7.2580446911,8.7804751028,15.559583075,7.5804233917,146
10.532222312,17.818471653,3.2803976024,13.023757538,3.2987301983,2.3660887966,147
13.596447214,9.881106203,8.0546162403,12.228140583,13.194313329,9.2451859727,148
11.769812457,8.7407622072,10.996314041,12.701230529,2.9125858322,12.248292285,149
11.305593509,8.7235862752,11.473699239,10.320984056,12.192335553,7.8736525802,150
1.3587172553,18.926193738,11.179088825,16.969916794,7.2970110998,9.5617337732,151
14.947672818,11.774268087,4.6186375446,13.576102644,1.6852267794,13.258557303,152
9.5705428421,15.75086164,5.8246520846,14.276926761,4.9256957285,11.398848183,153
3.468874678,18.358220653,9.2978519676,18.040741197,12.529108644,11.37748139,154
9.2544205599,12.750370346,9.0963315854,7.3862828142,14.643756311,12.757796017,155
12.834079534,12.987039588,5.2384663403,15.809144399,7.7241276503,8.0063342722,156
1.5216480643,17.003533728,12.436856587,12.517846897,9.9655836746,9.7313032446,157
14.171796679,14.810992127,1.908035757,16.085500767,14.04970118,8.6688861544,158
9.5224958546,15.321959969,5.9965083294,10.744370619,7.5934889168,11.21888846,159
12.609294415,13.466345771,4.7489428034,9.8467839607,7.5202884004,3.3683096624,160
13.695126563,11.467635786,5.6433620297,13.356922284,1.4992012568,12.859972092,161
7.9676386826,16.880155135,5.9472272,10.988177149,16.451293215,6.3095446201,162
8.4047826044,15.283229252,7.0459890952,2.1153862127,14.132970989,5.9431940487,163
16.568141274,1.2141777216,12.825408122,2.8602387491,7.0968111418,12.748485059,164
9.4936349653,11.813186927,9.2776584039,14.852984456,7.5331932716,13.670388359,165
16.453662824,1.1256844755,12.998643709,12.685821364,16.359647844,6.3228517878,166
8.0550366417,15.357148087,7.0041727377,8.6608257862,4.6984743327,4.2719297323,167
11.530536093,14.45910684,4.3590589382,17.178350561,8.5845789835,8.0214129221,168
5.4396309666,16.666641198,8.1845003201,9.6656362056,16.085685316,12.606776967,169
6.581700623,18.824574403,4.8569760474,2.099363199,7.2675875425,12.17628046,170
6.975445129,18.586306739,4.6717664823,2.4319640822,10.143427026,1.9394833082,171
5.1284411997,16.287610421,8.8007169196,15.266307082,13.226713836,10.697661944,172
12.576525107,15.536789647,2.0783673611,1.6605758066,13.427918602,10.865930942,173
9.6085914969,17.489801086,3.0557606621,18.294881054,7.6761288047,4.5629237907,174
13.178382549,13.01110358,3.9503985776,5.8627039897,16.7728398,11.313548162,175
3.8798040301,18.507036327,7.5747855983,14.349669527,4.6921341792,1.6875464506,176
3.7487329803,17.237910035,8.9738686129,9.8256412596,4.1074186638,11.856456955,177
12.184338924,12.75061977,4.9453162875,6.4450547923,16.143352367,5.080079657,178
11.591726325,13.024591344,5.1950412334,13.29405998,10.356749859,9.0821694077,179
15.581815228,3.2257145545,10.982473442,4.6991089885,7.8074922189,8.7534886738,180
2.1984042972,15.099486543,12.394973004,11.596652663,13.061331458,7.2154710861,181
15.234623089,7.8628275036,6.5185814719,1.9825115269,6.0398131497,12.211804379,182
11.10088085,14.88277799,3.5893021831,1.9845105563,11.628549136,12.099579403,183
16.542040601,8.2075239969,4.8172799288,16.377386706,9.100335855,2.4100935294,184
14.834153049,10.301685428,4.4066260492,10.929953591,8.9819099866,5.0127936781,185
4.9339283817,13.616679056,10.770552052,6.2242475385,15.200924743,10.075364318,186
10.776111212,12.781328276,5.7074837845,1.4053851813,4.5345941931,5.4580116246,187
11.321058653,11.692397747,6.2095743462,11.735563086,11.619993798,4.9082451961,188
5.7267839573,15.845528887,7.6373798794,4.7402071906,13.180426419,10.708782177,189
14.699437253,6.9644120303,7.5032708824,3.3324768501,4.3351157643,4.6158086564,190
15.078883111,7.9156843508,6.11650997,16.086359007,10.472480517,8.1785135551,191
16.295198012,7.1942065912,5.5925065444,6.3172918018,3.9904782251,4.6351071959,192
16.600367792,2.9120781212,9.534499041,4.0737142004,4.9154939242,13.385415281,193
14.975359317,12.056556911,1.9450878976,1.0546186478,13.254550796,4.2789379812,194
11.711157963,5.024038184,12.223201625,17.395578985,8.6724195667,10.92486942,195
4.7250980251,12.995899549,11.203414362,9.6950970907,8.2574829869,1.5607496931,196
10.009515233,8.6121318196,10.284897853,16.09788883,8.102881331,11.128445988,197
5.5092613511,18.544110885,4.630275669,7.0382403028,4.7234109081,10.835916604,198
15.115227655,5.2571492502,8.3011351016,13.894809701,3.2254804932,1.539350834,199
11.813710131,3.3324342198,13.520577431,4.2919735317,7.2657181025,12.999710117,200
10.131543007,16.256697326,2.270105246,14.259166988,6.1911059842,13.471600368,201
9.7326556034,10.258839268,8.6471309443,15.142958316,14.028633557,13.738044225,202
16.97308426,1.9751915438,9.6640780347,6.1042772536,15.328682203,7.0250751534,203
11.725693531,13.426343637,3.4553838533,6.5386733375,1.4296139292,10.815257273,204
4.7921487167,18.405027631,5.3440544005,12.610670335,15.231899589,11.09121569,205
1.3614506982,16.852738219,10.277118687,1.8854583879,7.7210507244,2.2019584063,206
8.478070166,14.794669427,5.1710909286,6.09023972,10.847729273,11.357003773,207
5.8934679143,9.0195104815,13.51405228,2.1995082921,5.9791285433,11.020972644,208
5.686736472,15.407330679,7.3310888936,3.1490245285,12.997721124,4.9064455677,209
11.307564404,15.739516457,1.3496288029,6.2601419869,8.179862652,2.4809730262,210
9.2325962782,6.0734150778,13.082623086,9.6948815165,2.9535083622,6.9335362564,211
10.40502768,13.850913691,4.1244851823,9.5975314737,16.097398859,12.746157133,212
16.059226107,7.6387027889,4.654389424,6.6659490797,5.224681031,1.2192648121,213
7.5243123248,17.320230801,3.4943041974,14.939556264,16.337635778,7.3786598728,214
4.7349184677,18.966216702,4.5216572147,12.41632187,15.054845788,11.959516776,215
2.2976279557,15.443504484,10.430065754,16.940429657,15.77954299,1.7483112228,216
2.1285217553,15.034925722,11.003647489,3.6744199386,3.0087130032,11.335461392,217
5.07201856,14.441684191,8.6486407779,12.113369245,3.0501817837,3.1553403095,218
16.613885015,1.8903759541,9.619149735,12.268514115,13.789029326,5.6861859146,219
11.024282709,16.081999868,1.0044605352,17.134347979,15.224199619,11.793053036,220
10.407803334,5.8819526616,11.745460415,8.8621316748,13.24570138,6.318166879,221
8.477665592,8.4071553531,11.131017428,10.691785685,1.1391845196,4.6338759821,222
16.258754343,2.9902370088,8.7521599336,14.605565263,14.644996934,5.0533958718,223
13.91419588,2.9003616287,11.145852136,14.802512361,5.2603638358,6.1188646557,224
16.661841735,2.8069232316,8.3892476961,1.8290393325,14.540913578,7.4746587754,225
4.5997695774,9.5821881443,13.632185563,5.8257454,11.262407221,10.736721112,226
13.778553862,1.8967061434,12.138533557,16.091541118,8.4338910542,4.5063603902,227
7.1286890097,16.959733255,3.6698313886,7.0602155868,8.6869981699,1.4487728092,228
14.914178289,7.4809449986,5.3026848983,12.359367504,13.706891418,13.234479761,229
3.5577237643,11.926043876,12.181006836,6.52156677,12.419528108,10.826273391,230
6.6674247421,16.453590586,4.5200265907,3.0788727221,16.514540862,12.764682559,231
4.7570620552,15.924944838,6.8597466957,1.9378372696,1.9618770145,5.2320363249,232
7.4104885384,14.436709062,5.6431080238,2.9581024977,6.6011661738,12.613772718,233
10.527742527,12.345571055,4.5747911497,17.864942735,8.0874764547,2.22629069,234
7.4356640428,9.4228404956,10.581300533,10.67073614,1.0095974505,2.8331949206,235
2.2713408843,15.064835513,10.004610888,11.384551306,15.348049417,7.778732256,236
6.1052956879,16.084307972,5.0582242145,12.642283403,4.6050680578,6.7721237403,237
12.856107742,11.310348987,2.81836422,15.142414347,11.96922709,6.6271980072,238
15.167252332,7.4822470224,4.256285168,14.295889011,8.5429009125,2.281723324,239
13.025147568,12.660769796,1.2164607134,18.756048597,12.450879067,7.9530200732,240
6.6370418966,10.000603962,10.135347937,18.652774955,7.1302311309,6.634281124,241
9.9718415998,3.3113164506,13.455350407,18.021407201,8.7454215139,13.061798956,242
7.8262647018,9.8834537435,8.9843419315,5.4553146744,3.9484753385,12.140320848,243
7.635083843,5.3955466589,13.641832257,11.841807652,13.928859659,13.636731799,244
14.11151227,10.445796579,2.1121203036,8.2013919558,6.5357717499,13.201260025,245
4.9380403981,15.702333941,5.9886566813,10.986728902,1.0168203078,6.6280258819,246
8.0969765671,7.5371000702,10.973845121,12.195269982,16.692166515,4.058334731,247
12.293629225,3.356740796,10.843421953,16.383944959,11.340049736,13.852422422,248
5.3507445864,15.35974954,5.7810313406,13.39969123,13.642941494,3.7639293529,249
12.489477362,6.0073183188,7.9513883172,11.704393139,7.4717061073,6.4377392258,250
16.266155034,8.7978208018,1.3293415294,14.479586223,8.8470500112,6.6336820056,251
6.74492855,16.421331164,3.0984450267,4.1699150214,5.0351151749,2.4732442449,252
4.4750661477,11.309338544,10.475087061,15.596565483,15.883192193,2.569722665,253
7.959834218,8.7699108412,9.4999237235,16.954242455,16.739708811,12.759168198,254
2.1288735345,16.13894718,7.9495356018,2.8733901437,5.7609642409,12.338747806,255
2.4239669479,16.591761269,7.2011606013,9.6484008627,1.1805503331,9.9824676663,256
2.6522649936,10.86645803,12.694445385,9.537281503,8.2749305218,5.9985064704,257
