x1,x2,x3,x4,x5,x6,position
13.462682758,18.265771509,6.952088,16.415024251,15.711882431,8.5855199308,1
13.762124855,18.279181808,11.53972722,12.842255056,13.008415245,7.9901665864,2
15.347371597,15.418024626,9.874507129,18.510425022,7.5750348344,10.209119752,3
7.6849231869,15.227284516,8.6749117139,16.357688304,14.932372179,13.306407138,4
9.4926111177,18.826071654,11.916458883,16.912623276,4.7648033015,13.175564105,5
13.422856193,14.154836425,10.277558566,11.622728089,14.150589526,10.388359048,6
7.6313003004,16.456110128,10.243114717,11.238267411,16.925865829,11.059311443,7
12.848638315,13.907689397,7.6044932702,11.166875255,16.438572645,11.46476028,8
14.180346824,8.5652539348,12.72821143,7.428188026,16.731295884,13.757874603,9
11.207227629,4.9622734021,13.012914888,18.194961288,15.668593369,10.313141586,10
16.147399459,2.2239017845,13.957184902,10.742466741,16.829392876,13.273325724,11
12.506080974,16.514709626,10.144289699,18.85735054,13.021930978,1.8605081337,12
11.446853798,14.464565039,4.9722804662,14.345272649,14.346523557,13.195875124,13
15.9703594,11.993215485,5.2718047264,18.554045603,15.8876803,4.5142207555,14
11.864383217,17.003825896,7.5386448933,7.5065444624,14.555510983,13.412653578,15
16.073933821,18.429509343,13.842892251,4.1488520741,7.8472331725,11.357076325,16
13.453978736,18.412344995,10.699297071,9.921723552,5.3714380004,13.23802877,17
12.511872362,10.596022693,13.857336024,18.298914862,2.127538722,13.140681035,18
10.381711539,18.072366713,5.1702174703,8.9355562162,15.713834822,11.998140209,19
11.648174006,18.753798786,12.877115787,10.458764724,2.313539464,13.627260115,20
15.447496984,15.135241437,9.5092473188,8.5851607621,16.284164157,4.6559430524,21
15.513984308,15.394171577,7.8894655192,4.3700173358,15.061300788,11.035119182,22
12.742629994,13.791619027,5.754002918,15.636240208,14.743163012,6.5166220679,23
3.0596388578,13.485648925,9.6796280448,15.174586786,16.136018913,11.546652976,24
16.957106709,12.595861825,9.6409584649,10.691096764,7.7294851691,11.366908495,25
11.963235244,17.215182416,12.151657985,9.4902668004,9.447641138,8.2894666002,26
14.919588387,16.598129407,13.048946259,14.512524755,4.016863592,5.3301270569,27
8.751300063,14.86877095,5.3912682477,13.262252502,12.503726766,13.505954239,28
9.0147767477,13.889172289,12.436849537,9.9695818261,15.524519861,7.3139066522,29
10.735788479,17.289303871,8.704392279,14.841013657,11.881398987,4.625514948,30
8.2427753285,13.200597766,1.1569206172,17.170942077,15.843470108,12.373442603,31
15.117229447,11.921074518,2.479511125,18.8259739,11.431412205,8.1701871506,32
13.312742904,9.9868845553,12.3196693,15.223385812,3.8365257978,13.191927001,33
9.0006597154,12.799548199,12.889790896,16.068962178,15.552593306,1.3454439726,34
11.623344284,2.9124550512,13.024251607,13.835892851,16.651527878,9.4556314086,35
13.438690282,15.825909496,9.6059937892,16.627528639,9.8179680556,2.1446385423,36
13.657036196,16.6609552,9.1620733826,10.889638372,7.1675316654,9.8775325653,37
3.3508168235,14.494645804,10.988254243,17.028057124,10.311890624,11.131227055,38
6.2193532735,15.68393239,7.261499285,9.4330436145,16.324889485,12.145731519,39
13.538325474,15.794179198,13.117012325,5.0669081612,10.477006305,8.9451967448,40
13.364255395,14.787049007,4.0734895321,16.583012519,14.142815325,3.928406581,41
14.182988048,17.360266748,10.632104348,14.33126159,7.3838107735,2.9046051817,42
12.644685045,9.7517270977,12.078843319,15.611000244,11.475124404,5.181991837,43
