x1,x2,x3,x4,x5,x6,position
3.5320503749,11.371706618,9.5299559741,5.9530097134,13.938974481,10.392068529,1
15.677032292,1.7604597239,1.5311856882,13.056970867,3.8568974547,6.0922651517,2
16.16501376,8.8025078741,11.478787716,11.775825051,7.5854267925,3.4803371513,3
2.4828256108,2.3306179,8.8308667673,18.587128115,8.1080461778,12.4900222,4
4.7091351077,15.206282647,7.5472977804,13.412345804,15.955102123,8.2510404263,5
3.7742136195,14.896608989,9.5226885797,6.9751526262,3.2576809675,12.487321288,6
12.981963247,4.5220376211,10.014349914,4.0020668572,4.2946685031,10.56470708,7
5.2043293305,14.371034529,8.8498038223,15.265422003,6.776905749,4.7637745936,8
15.225877147,13.942862105,9.5713999143,11.596418845,7.9766462557,2.7564596403,9
9.6081287265,8.9310501176,1.5038894454,15.188692607,8.2395623811,5.8015431995,10
8.2870151289,10.655763081,9.1808914875,11.417237401,7.6215898357,1.882684883,11
4.1544938423,3.0537899272,12.302653396,17.222974166,3.0906674117,2.8230727015,12
16.500154182,16.611481724,4.6227524225,2.4704117337,8.9677537158,6.7530448192,13
12.576444212,1.0097880932,7.8369885145,11.410281,12.274738465,5.3261661159,14
11.906623799,17.580923098,5.1316230912,8.3380891918,15.707250599,12.294642493,15
14.141575046,2.0228864504,5.5898893385,13.643168565,3.6984685957,6.8389346905,16
13.905430645,2.3617173131,11.652323383,10.098949624,2.5663821697,10.900125918,17
8.2502700686,1.9642018043,10.124320684,17.740709644,2.1701691858,9.5994881764,18
14.694425128,12.609437721,6.647977659,9.9960334529,3.235440895,13.649944727,19
9.987831533,10.883177483,3.6228502719,8.5345650339,16.312909652,13.08356067,20
15.262570996,14.716238962,3.0069336644,17.664011492,9.2895024233,5.441082136,21
14.727867961,13.961941575,11.827837795,17.705994769,3.2213644609,5.274211582,22
2.186541792,17.539207674,7.2079904054,3.6833901256,8.1563373357,5.886663368,23
9.8146988712,1.1942422115,2.6012780641,6.7723836135,7.890392106,9.1464115807,24
15.791761134,8.0158669362,11.670137781,18.972151965,2.7637134343,5.6112634898,25
1.316716712,17.484337917,7.1867087621,7.7931013093,8.8598750494,2.7581225119,26
3.9150514826,7.078027437,3.4350368248,9.4157956527,4.7567280345,1.282512588,27
4.64548954,11.934396975,8.1162351053,3.7533709244,10.954157468,6.2214445262,28
11.283774752,18.63099447,13.822274551,13.910815356,1.1514779516,8.6169850617,29
9.7720740512,6.9603059497,4.6265131256,10.533126915,13.396667667,5.014341952,30
8.9551967382,5.8223267151,2.9521374239,16.870238891,10.213550378,8.225569912,31
15.196894772,2.0881801099,10.29568723,12.002108734,16.238567863,3.5610448229,32
3.8155086003,14.674727829,1.50521054,17.221882834,13.814434949,3.8639852004,33
14.931886956,11.307418494,5.6593729879,6.0266396995,13.515915114,6.3326884315,34
3.9435455948,14.246964819,11.22583749,9.6964117335,5.4291523956,6.5304440698,35
14.664511524,1.7324241437,4.4373019787,3.6452530404,10.262747608,5.2412953556,36
1.8151978701,4.3580951262,4.0853445872,18.721619821,9.8400151506,6.6077716248,37
9.8582470715,5.3630276448,5.2728071022,1.2597447857,3.7741883397,9.1986424946,38
2.9200841561,17.959802992,13.624519497,9.7651297273,4.2321681753,11.734508771,39
5.3109676912,17.089531762,9.8114992541,7.2319495552,14.822786029,6.1257188376,40
1.6902346201,15.219219935,11.47359607,11.909833846,5.1919379272,10.623831315,41
14.185210932,16.338599391,11.368272682,2.242101809,14.272742059,3.4862299252,42
11.5964568,8.8191042058,10.610586884,6.9768191748,2.9298297316,4.541552657,43
10.251994997,16.329458301,7.5064401734,14.952466968,15.40977959,13.055069805,44
5.4126026444,4.4456789233,4.355624191,17.858721192,2.2772735283,5.5399350037,45
4.745331198,15.409237956,7.170553813,13.76769547,3.9546505213,3.9326038999,46
5.9339259081,17.417569625,1.1109187636,6.0460940339,5.7197184004,12.582096054,47
15.728837341,6.8421373549,8.2103925825,16.671414298,4.9209753275,10.767770345,48
16.90497601,16.19336939,11.041586957,12.181360134,12.998865485,5.7623475227,49
16.37142957,18.544332511,1.5180190427,6.8890007348,2.4293836839,3.5489721319,50
12.310669694,17.997773855,6.5446770715,6.0576489191,14.062098745,7.3774113155,51
5.7700034827,7.3796399254,1.0491434706,6.0705294064,8.2439885549,5.1517512368,52
1.7006546296,14.245899085,10.581001928,14.137382231,11.361456342,8.0162758278,53
9.7234190144,10.156381239,4.1030892804,4.7705820049,2.2692376487,8.6883178912,54
8.5004117452,15.644934274,6.6143450621,12.350177783,10.342477217,5.7521887429,55
5.6794935465,10.967884335,5.5979398442,1.3670665859,3.6217598803,10.403145067,56
13.395038586,12.208017796,12.103283911,7.852232384,7.5783752203,11.269549558,57
6.1956547499,14.486927429,6.0452138979,16.785098541,14.287616376,9.948204224,58
1.5496567488,12.182980067,10.830797471,8.6811594954,9.8450199291,3.1153114338,59
16.407587469,15.309392445,10.142239116,13.625589388,11.464819282,13.194072759,60
11.934817825,11.463607602,11.038621363,16.708094725,16.813679624,2.1472829047,61
5.6788136251,4.538278732,4.066940061,15.26767402,3.8617572933,1.1506215169,62
2.5129152238,4.4457030171,9.4548354757,6.1569008199,1.4139735214,2.5631202795,63
12.005561646,13.625419663,9.4790315868,15.589553061,9.4458897933,2.9498036383,64
14.248665534,4.9652534705,8.6250437913,13.970895183,5.2059763595,1.1108853901,65
15.141910672,16.767457593,8.8348182829,2.8928096723,11.620433919,11.011062149,66
12.225010127,2.5259900256,9.752837332,10.044453817,3.67171707,13.563434247,67
9.7076664083,10.030792137,4.7109061996,7.8019385175,11.247381538,8.2540563222,68
8.7781912982,12.849468799,3.1251674218,17.324686751,10.265552957,8.0917823277,69
12.243498895,18.796845059,5.3791365433,18.608828184,15.603650145,3.333969624,70
13.982561082,18.980212845,3.9744511792,4.9769573063,11.449426714,4.7841825425,71
9.2625510097,5.656573331,8.1725890846,3.06763821,16.437982336,8.7503697427,72
4.759453889,10.107138169,8.8134299661,17.336284765,3.7355289385,4.5610634114,73
5.6843551658,13.28359294,4.388202209,12.371195233,15.620680138,1.5641655743,74
7.4493533038,15.02161782,4.7270409116,6.2175897551,4.5638691857,9.2309171245,75
2.6148798801,13.532424572,9.6130858199,18.791834446,8.5842460915,2.9174586867,76
11.939010885,16.173785932,13.888275672,8.1791800885,12.68825867,5.133608792,77
10.612366293,15.80777879,6.5053915381,8.8499030438,5.0644072779,5.3429568016,78
3.9579748139,5.6568478551,12.661545146,3.563923677,7.7278192267,7.5159419684,79
13.350884255,8.1442425055,6.3779230129,7.2141690534,14.574314032,11.444848983,80
9.5132275,4.1357264621,5.03389546,11.789808425,9.9624812007,2.3218050809,81
11.046523891,18.554863404,8.074668156,6.3373855748,14.692225531,2.0086263521,82
3.7563267127,5.3563794671,4.2921836989,8.2592284875,14.167423412,4.4628096682,83
14.72021471,5.3862013021,13.61662169,3.3133084937,9.2927964032,10.934594166,84
12.031846575,8.5734625338,2.2214667422,13.720983874,3.4907609224,10.240511804,85
5.6439294107,7.3571161171,5.8149876839,14.210143831,10.976113841,1.6045019878,86
10.136128146,7.0529404972,7.3859554557,3.9960494554,13.503936529,3.161282856,87
7.674268391,9.4319726252,2.9652165829,11.589348664,12.203100756,9.4164349448,88
13.764614716,14.194747846,3.5767643095,9.7672250774,16.946022943,6.1788390158,89
1.803748332,4.4179495508,8.6236375014,16.569309394,1.4830547497,1.7200938859,90
12.655029804,13.136657415,12.833001057,10.005471736,6.8313102573,4.7318243668,91
5.5541939102,3.5913322237,10.908723645,2.6799572972,8.2676423788,7.4412315164,92
8.8449399993,17.57820193,6.4555203465,4.5574745601,12.80405537,1.7379277486,93
4.2575087324,16.882085949,13.919992197,12.549410755,16.505967826,4.4999085304,94
14.263193592,15.8431525,13.066565782,1.2643667306,7.9223349951,10.162520542,95
15.980425678,18.315201327,7.6674665639,10.773690038,14.922186896,10.51673604,96
3.9031561464,13.682785488,8.8053629431,8.4384159753,10.983340882,11.259397946,97
14.974422518,12.594506073,12.560176074,12.68569245,2.780659087,8.4470492781,98
13.140467782,9.9800371355,11.524480473,4.6028281162,9.6338814981,10.236239732,99
14.823725421,13.323360276,6.4077037941,3.3899382078,11.002407141,11.207080787,100
14.323136754,10.55101893,2.0623562576,7.3201047801,11.859892201,5.988360733,101
