instance,x1,x2,x3,x4,x5,x6
224,15.299454182,18.932018616,11.323498168,16.914827494,16.495499797,6.975508373
130,16.845079646,15.842103421,11.584239925,12.930692056,13.767025568,11.421667252
408,16.195647899,17.963051382,5.4952843976,18.428250612,15.582466573,8.3936414693
442,15.988529049,17.899940709,8.7932110196,10.076494711,15.649053741,11.64771593
256,15.243016072,17.494230691,3.6685207093,17.190678861,12.098125547,13.109071508
360,15.668077607,9.4100898816,11.916811314,14.477494443,14.727529749,11.522162606
96,15.124144584,11.159015527,13.242819607,11.728494598,15.788873471,9.9682367803
343,16.95447455,16.268925491,10.091878863,10.477188487,11.821081497,10.770897876
95,14.660338625,11.959298218,10.15446394,15.326776617,12.941039369,11.185365358
205,16.89234871,17.915899346,13.412507529,17.636852324,7.4143795632,2.8934886986
179,7.5962148719,13.814609414,10.369942369,18.23805046,15.825210683,10.144161653
82,13.158940528,10.910516716,6.1032793289,17.645553217,16.36685681,11.787222341
313,14.653828587,12.502821242,12.576616792,13.57596736,13.356188461,9.013045569
249,16.212685954,9.9584121774,8.0134393605,16.068573044,14.286318615,10.457047848
417,14.537439514,16.998657519,13.078285073,6.9018735946,12.828761112,10.137469871
165,16.600395989,5.8900517048,13.927768469,16.938491392,13.189893827,7.7838266967
225,16.826110989,18.61541395,8.5602544851,10.323536253,7.6229761541,12.115836552
463,15.693530221,9.1520345691,7.3965075528,15.711374209,15.069379602,10.780950648
350,15.649595898,12.111248028,12.082382882,6.8910484253,15.429798588,11.260303316
280,12.509978984,15.002016023,10.059999763,18.173650383,8.6758865714,8.0032597473
455,15.437083792,7.2083670916,8.5869271106,18.655675923,10.087755222,12.289981844
100,12.03205961,13.45946891,9.086586799,16.063384323,12.475020785,8.2179534885
162,11.841303252,10.378151171,4.3376767416,18.65264211,12.831740234,13.041768324
468,14.867827423,18.337356671,9.0032596695,5.6278281221,15.640138056,7.5958508346
291,16.964012794,7.5594384917,10.6772153,13.47561168,8.2137878723,13.974359743
75,14.034025155,15.573673785,10.043149991,14.301456979,4.1606082693,12.356740996
74,14.141957562,9.5178060294,12.770874175,15.062825172,13.419111021,5.4971067482
153,8.7867537253,18.588317139,1.0665367071,12.48116846,16.714731865,12.631931063
493,12.833726663,12.390215167,11.696877689,8.6151588601,11.565550976,12.871528856
327,11.459267076,15.075183546,7.6087605867,15.796459155,13.022959564,6.9092611398
38,16.25350371,14.475792062,13.658384743,1.0133443796,11.700866539,12.577394249
117,11.498395078,14.465674296,12.058935743,5.3262359346,12.512782145,13.694332259
27,5.8516838513,14.436796079,13.183406479,17.963045929,14.918679431,3.1273301479
433,6.1705932133,17.113096401,11.25696552,16.203207825,7.4131793305,11.283968442
33,13.358565405,10.804220287,7.6801778851,11.847273269,14.752083525,10.693981299
315,13.259341236,7.5471875817,12.51422422,10.183443877,14.884439878,10.532464056
318,12.993031498,14.938122569,2.6535379959,13.65861376,13.333585098,11.33056639
262,7.1988268457,17.029578384,10.405666666,13.321217061,10.823927749,10.054562977
283,3.468018882,10.094156592,13.19541015,14.602715236,16.692667779,10.753539832
245,12.645460773,17.205488448,1.1239575571,15.183393032,10.355848141,12.145630894
135,14.436186928,7.5094123222,11.165357446,11.010388266,16.549025297,7.9280967526
264,11.643037684,18.817519103,4.6176547129,11.951383468,9.2120710835,12.337485047
226,7.8793807887,18.58141716,11.766286365,10.472070186,14.465582747,5.4111759032
296,11.977142796,17.510710058,4.7761342674,5.3503207886,16.527066965,12.355568073
1,9.7586774677,12.154326065,10.568008978,10.723221455,11.568351232,13.565643532
317,15.838290095,16.429545957,3.6228865117,16.441977086,14.156829316,1.6436375403
125,15.191604309,5.7589591248,12.273445663,5.5243678815,15.516548641,13.800212977
340,6.9422136247,12.109254774,8.8421191657,15.464538639,12.774106879,11.868067708
260,7.8480517603,9.5833410248,10.150575718,13.603105247,13.700916715,12.902899826
391,13.439101487,12.085128086,7.2517830806,18.004851308,10.224854056,6.7419336089
402,6.1721281335,10.203559799,12.07032613,17.427099769,12.850171924,8.9932540487
93,16.540291879,6.3339933222,7.8878260811,18.63405379,4.4784175158,13.706433623
471,16.201612595,17.349384963,9.0549264972,15.185071022,3.0730527714,6.5922284643
380,2.938768778,16.545669187,7.6228413587,17.631695224,12.065020941,10.323863078
92,16.542362243,13.147287315,11.305223952,4.177169194,10.339458559,11.530245211
199,9.6133823134,9.4992861138,10.636729157,15.799607628,7.8435030654,13.531602278
386,16.946324904,17.571154702,11.543125821,8.5642323359,10.856066894,1.3862065079
29,13.65097069,5.613231285,13.553146983,13.617422007,15.935552262,4.4627593325
81,8.9653277025,16.475603551,11.677912485,16.392515384,10.934870914,2.337056567
322,3.3663089313,12.53013501,12.261581812,16.39248831,8.6454496831,13.538511544
266,4.6146995723,13.143454673,7.2096371017,17.439291893,12.860356018,11.431270197
147,10.351383969,11.875775793,3.2894354921,14.63167547,13.934091035,12.453808286
478,12.429912288,14.608579957,3.8509274046,16.075765652,8.1920230724,11.279105606
450,10.052239053,5.7648710529,12.830341346,16.079352029,12.378950112,9.1946751096
108,11.478312369,2.8720579492,12.131647031,12.10828534,13.601264827,13.938283784
295,8.5080796331,14.873361265,10.847163521,17.412485011,4.5862406865,9.8799306431
329,10.183500636,6.6069049044,6.8625648962,13.16928728,15.889465559,13.221131084
70,15.644180223,12.725593306,7.3722285074,6.0542305317,14.8805434,9.0679203034
55,10.21733921,6.969830587,12.534511484,17.16879398,8.9686311856,9.7682105075
18,3.4726884328,18.715712834,13.182875957,18.886452876,3.2276584432,8.1132809047
210,1.2968730666,15.632985322,12.84032765,7.3116208399,16.839481611,11.568909288
301,16.081888452,8.5935897799,1.6556500888,15.237234996,16.685775984,7.1305865357
381,6.8126181178,11.156862154,10.128190673,14.981668446,8.9800814986,13.295888218
269,13.530156445,17.337502752,11.171280024,10.733943234,4.7489739433,7.7052886917
48,6.7700726166,13.13582311,12.780559636,7.9336395189,14.725171719,9.7103361976
217,12.475550361,16.999490152,10.454793141,8.0316315694,11.708918139,5.3580223636
246,16.143792462,1.3120135795,6.7761269142,16.435310963,14.919473071,9.362439577
