instance,x1,x2,x3,x4,x5,x6
207,16.698343221,18.811928546,13.026537209,16.330817732,16.466266841,10.65731408
437,16.873940092,17.522309271,13.822225726,15.74506653,12.311231956,8.5488868293
49,16.49039397,16.063389801,8.5241410879,16.235540061,14.176197607,8.5119274389
369,12.272403754,16.601943244,12.912200948,12.45849599,16.659772653,7.4094794057
468,15.538044631,15.583934844,11.889841518,15.96035829,16.243573632,2.4768854531
224,3.0290945582,18.373982013,9.3086614909,18.275753002,14.366685752,13.578486443
342,15.3733234,10.902397921,7.5779881629,18.160184382,12.496789344,12.412467823
1,16.769550826,16.351484689,13.729027565,4.6375355404,14.19310471,11.207370088
14,14.583484776,17.627812399,11.013685733,12.687875923,13.602396999,6.9771087139
229,4.0010695569,18.100082138,13.151361471,15.152551593,15.061292965,10.596030024
420,14.672769755,14.545822436,10.390756566,13.566529073,15.034025405,7.3412292674
345,10.305863906,18.365774881,13.696548393,15.55435753,14.205054939,2.5871107983
311,14.267526139,18.745264311,12.994043829,12.84109604,3.4348545186,12.288856053
403,11.289569009,10.819754581,10.316896109,14.509914534,14.634791471,12.277650576
63,9.4135074243,11.106222605,10.659600045,13.991698312,15.942388643,12.730287321
305,14.957758799,7.8391509363,8.8817878615,18.851137178,15.38576762,7.6996417423
241,15.965483483,5.7401230815,12.65926712,10.854159058,15.606688403,11.813938532
382,9.9276597649,7.1795297866,11.105350717,16.845157375,14.997972567,12.022072144
489,15.529681068,17.864765026,5.0340489005,15.59180605,11.603714209,6.3560682938
366,12.589873496,18.14743277,13.975048933,2.7734186272,11.923047263,12.526879866
431,14.687781677,11.900763885,13.227138346,12.241324085,10.131296121,9.7353886324
390,13.086022984,10.16566164,13.42775258,15.984224528,7.9760724083,11.083290599
421,2.3187596649,18.660968097,13.908511641,13.207659951,16.833407257,6.4917499607
188,15.489104953,7.6626815069,6.6092732195,18.654034331,10.905745022,12.07278274
358,12.036486983,18.791649185,12.082845307,8.3905800893,8.6922845095,11.308781469
296,13.016008582,5.8850751217,12.532299545,14.643507075,14.989812382,10.098949843
50,13.217454765,12.773518593,4.8940496177,15.236170557,11.488634728,13.398905058
477,11.583068844,6.5462551168,13.456425251,12.663842928,14.124469072,12.587608658
406,15.680391695,15.048994763,2.7835548038,9.4507570653,14.413059868,13.163190544
38,11.459486239,11.875751028,11.589792344,14.281605087,8.0489628725,13.174889165
398,8.2615796216,15.515450294,12.873607513,8.6337404749,11.166434377,13.915322349
500,14.346059792,3.1806522738,13.225150269,17.842242936,8.6038846113,13.088691756
360,9.2950763665,18.740797452,12.778583899,14.351437698,13.952721898,1.1623178315
364,16.256607667,14.984855849,13.435371201,18.795410534,4.2079951689,2.5267508726
395,9.8810340948,4.511319736,8.0486300716,18.240962857,16.861132678,12.58018088
350,11.372084286,16.990137155,13.353232139,10.277302513,13.434903368,4.6880654495
215,13.86651789,15.669306011,6.4620396828,14.479724574,7.715477176,11.911405114
102,16.974589512,5.2852269243,9.7251036018,16.191160993,16.387662515,5.5358678917
397,13.924893536,15.885218971,11.290930099,18.638419278,1.9090123177,8.1379002137
98,4.4903993681,18.844275328,6.2240537445,18.342867156,16.932792511,4.9082645767
392,16.445219558,13.209241377,7.2938433315,8.9709083806,14.279897746,9.4183194083
405,8.2367556803,16.540248707,7.7386671405,14.744269831,13.542646825,8.5713368107
187,10.887094464,11.06236065,4.948720458,14.81057848,14.070057306,12.742811413
53,16.393766861,17.619238089,9.1473608301,4.4722987204,16.019880071,4.4806914965
89,9.7329261452,18.298609409,8.2766411838,3.2148446301,16.990672734,11.617884369
250,9.6917251423,10.268327959,4.0921043905,17.976097332,15.658123337,10.217821425
275,14.725593414,11.417765218,8.6176604161,11.293253773,13.931014396,7.870610669
337,8.2743298076,16.74251126,6.2447098121,10.114580541,15.675686799,10.689702441
193,9.3950728662,13.230284908,9.8293311403,17.907032751,3.7081466205,13.652837756
481,14.438378956,13.757191219,11.584033243,8.7517431416,7.4591580369,11.704842927
416,9.2634344213,10.155309126,9.1297902535,18.679076239,7.0390071422,13.342115722
372,16.739466984,6.8933699485,4.689637051,17.748731012,7.762834847,13.640060536
355,12.228337701,13.375059587,6.9370553091,14.450684691,7.2744138092,13.177182459
134,11.250123989,12.733798954,8.946355273,13.221836913,8.3310420476,12.877942536
11,4.9155645855,10.841255458,13.77740087,7.7746484405,16.067825407,13.894261868
