instance,x1,x2,x3,x4,x5,x6
498,16.669632889,16.195962135,10.727734048,14.857205834,15.569636866,11.286980948
308,12.90053932,18.26787478,12.501648529,18.826266013,4.9362898096,12.352031141
280,11.137178533,17.784998598,11.643197856,17.619756787,13.557429295,7.8127827146
485,12.58135147,18.975428401,11.164892847,13.110686059,12.375271864,11.242949149
192,9.7370186262,16.891934035,8.1920856796,16.941958285,15.095441718,12.577339737
162,16.906285048,10.689773839,13.013538157,15.152237305,15.604329821,7.8068250371
86,14.96766359,12.243715823,4.3727677711,18.931915842,15.276532244,13.185794454
68,16.663709093,17.099263352,12.288420633,16.829327937,9.2285652608,6.7545270969
258,4.3461045325,18.622342938,13.965957904,18.280464286,13.194405146,9.9666436764
181,16.56283753,17.986191176,4.4750068423,17.755801332,11.709121585,9.8466477382
223,16.385840237,17.714794711,1.7780355602,18.446294125,15.923878018,7.2430046389
385,14.987204678,13.916603647,9.378742025,10.220520806,16.471541584,12.457174028
375,12.751493018,13.409299821,13.777246888,18.548694952,8.5325819887,9.9464778078
127,13.862103794,17.222421531,11.933517489,18.665544482,7.2339956313,7.6454393414
263,10.477124784,12.501857599,10.813786734,16.193341826,12.727309313,13.321640851
448,6.9483500682,15.62880937,12.878306554,16.698714772,11.764185298,12.006198981
303,15.067690726,18.560153047,6.4080566885,7.103895172,15.192733057,13.590070082
41,16.125494231,17.545128181,7.9200020768,17.927499958,12.302727822,3.1289149795
492,16.103877295,17.626865927,10.061812165,8.8496675082,15.19085652,7.0793422582
246,9.902832333,17.105200179,13.283547601,9.4854797111,13.570882399,11.552465155
317,13.831803415,13.029154754,9.3168926148,18.686453471,11.438908834,8.2470766886
249,15.237284027,4.1246352219,9.9888621138,18.090629459,14.7261222,12.347301484
120,14.630626593,17.109868945,2.7387599435,17.672625247,10.713792369,11.222436691
93,14.768379387,13.547668203,11.241021242,17.286927794,3.672841534,13.395076216
284,16.718398631,16.982404409,9.6940909955,7.9594298471,11.533299584,10.581916178
51,12.658443976,12.114238025,10.452935858,18.686575088,14.095127989,5.2220942578
203,13.266992062,16.844102952,13.707534972,14.057493494,13.709486231,1.4966834618
417,11.99711071,15.5110938,7.1591350073,15.422569859,12.477795068,10.069202925
183,14.376884289,11.03142556,11.073301786,15.838817132,11.809512336,7.735922697
248,13.967419002,17.321779924,12.694623709,9.2259116368,6.8714675382,11.547385843
202,14.712147191,14.920346422,13.290325556,10.869219733,13.354444832,4.0419583111
273,12.789828431,15.178732555,8.8486322849,18.200733041,4.3976915665,11.755070811
11,7.4629658908,16.457136576,9.0132058319,15.994452679,11.702071857,10.442749111
19,13.394989345,15.162919362,7.2081139835,13.182187263,13.553277288,8.4856534367
69,16.638483778,13.135806819,10.229586067,17.136534248,6.4203353189,7.3262037591
219,9.2432291396,18.037430333,11.774938673,13.594245404,11.698825087,6.5016040963
172,15.235783976,15.777727152,4.4861408051,18.068097684,3.7979464307,13.479119029
386,16.535600208,11.95040514,12.609631341,15.277166357,2.9847461246,11.304516547
165,15.83663011,5.8913560295,7.8262315607,13.985921161,14.430104267,12.512361147
100,10.856614877,15.322122854,8.9742531374,17.773856714,14.895454198,1.8257330384
52,11.955411274,14.848572311,8.5076144026,14.247838771,7.9926619455,11.915771161
437,13.470366076,13.451465081,6.80771526,10.429094187,14.763609365,10.524284614
479,9.3163227253,16.719904106,7.2992135317,9.8020227076,12.701960348,13.239521033
164,14.284532253,9.3885517474,10.80981989,18.755735433,4.751762785,10.965306286
23,14.138926171,16.074666193,6.0127475294,12.282552395,12.251364306,8.1032265464
185,10.489696804,12.032051134,10.55990369,8.8145980779,15.774519008,10.780605263
383,13.9219236,13.485222425,6.7545131887,15.951003802,15.154574577,3.1072862351
471,15.370754734,18.449700137,7.4053623455,13.147831141,9.6099435501,4.2539544122
176,9.3790634088,18.796490316,8.8317720555,12.814828375,9.0933630317,8.7987095288
87,13.221662898,16.956255717,4.8511451685,12.646436875,8.066240754,11.966707771
470,8.7041529194,17.805449872,6.2810534337,7.5368871153,16.341259122,10.969930272
189,12.342907969,12.224488563,3.3551043556,14.731110298,12.546461817,12.115063387
232,3.2843658812,18.873857567,12.436814581,9.2391704456,13.976768862,9.4731796959
269,5.9400026686,18.011908359,8.9301043169,5.4877530211,16.769177299,12.011482557
233,16.340598684,15.025583089,2.5261588884,9.517192713,11.324914411,12.389953368
3,15.64557752,12.896422033,6.9024376618,4.7751684482,14.492610119,12.241699273
497,16.099019594,15.839105268,8.0276779649,3.8610722111,11.697315466,11.406850811
283,10.428076074,5.7239734549,11.613473642,17.777000259,15.077198461,6.1557434304
72,15.474488933,3.343350911,10.697624296,17.479038886,8.9088353589,10.845740484
163,3.3883926384,12.275796908,12.771308475,10.03262067,14.632447779,13.635057211
403,15.604313549,10.33545726,10.889708789,10.865344964,6.9725354016,12.06639095
196,6.03104591,17.609924462,8.2486340732,8.9931442537,14.281226091,11.514289806
216,14.129962459,4.4065115387,13.736352236,8.6789168292,14.317748245,11.400114217
328,10.511449084,18.761559866,9.5238701177,4.2484159619,11.043010693,12.43242434
296,12.760316841,13.240895148,10.474054865,17.506301864,7.6215902641,4.773532701
204,12.092801981,11.598276564,2.8857444201,16.301975792,13.260554854,9.9055222415
57,13.673644457,15.381795706,2.8358716818,17.889652682,9.2321690246,6.7186173669
352,7.2523645721,18.365470723,7.0514544095,17.286788763,12.273484822,3.4915224274
90,1.7977921553,17.39401667,8.0882122463,15.517228108,11.64130237,11.266230946
285,14.514688265,10.407312072,5.4253115994,8.8025657763,16.336020369,10.183081607
500,15.103299703,6.7473135842,13.240743675,15.897207494,13.546784021,1.0810057537
146,7.6690766364,18.209638935,12.164285185,14.057112952,2.968992684,10.332055607
213,14.227518599,6.1539103119,11.281435911,15.953719966,6.4450731091,11.111166619
103,11.625355918,15.918728906,8.9920677375,11.704487955,12.898392454,3.974364537
482,9.6477085017,5.1947113178,12.256903263,17.322619359,9.6631075628,10.946786388
82,16.5628561,9.8993293196,9.7226646349,15.155410807,4.0323656574,9.6232047246
474,3.7474224009,17.048187073,13.181585787,12.990067882,7.508427456,10.455637702
416,8.2976534441,11.165368977,13.280590467,12.179802332,9.4147683904,10.521298554
400,8.8399591148,16.532451664,8.1803389203,8.3232010836,16.271917872,6.6199049486
268,15.738524653,5.2132010083,4.6225395931,10.657377922,14.990924466,13.533056963
105,10.519276597,11.626262352,12.054786474,11.228267075,15.67476368,3.6450832137
262,13.355376963,5.869690612,10.063317455,15.115280945,10.261487223,10.035658502
30,16.145772539,11.717327681,10.7348261,8.795925356,14.500087172,2.7423636043
434,14.509259772,7.404627657,8.8202733302,16.338904932,7.1146552898,10.437247717
29,10.42969837,18.570046593,6.7046849746,14.248620597,9.9140313417,4.7443224895
307,3.320984032,14.047365025,7.6995397452,16.859442807,9.75636895,12.873375348
357,14.09710823,14.943232848,12.704135486,16.971269394,1.5895833373,3.948944316
384,15.673360594,13.119124779,12.963673273,15.274191725,5.4647267722,1.74029505
147,12.058403745,18.747103263,7.8870880085,16.878846553,5.5383590795,3.0993644379
359,7.1322522163,17.537435714,13.943738719,1.3373828218,11.859970484,12.191260233
455,10.908781629,17.528021479,5.3763524003,14.977572223,8.0044064783,7.1947332555
53,12.466659527,11.523277973,11.883058166,13.785843405,3.7381147482,10.575851867
438,15.743414715,16.343164833,9.2584867084,16.223293358,5.1750957333,1.0298815069
267,12.839419171,16.357686979,7.8335458431,18.753146393,1.8900096267,6.0287880595
173,12.476561826,13.352385944,8.2468189234,14.62057553,5.7762854733,8.8751280878
257,14.617078971,18.802195245,10.943963641,6.901574784,6.4845245704,5.5845533593
97,10.669832353,10.099780246,8.2147119236,16.510433611,5.3631939404,12.427150277
75,13.27084953,11.145028281,2.2759262756,10.732527949,15.073544659,10.644994057
369,14.182101812,4.4717851612,13.602376188,5.0331150936,12.555014491,13.292927095
228,8.9495978616,13.178650356,9.770801344,6.0468060221,14.530297037,10.597847813
65,13.446705773,15.237794773,4.8332457787,1.6036713761,16.046308704,11.57049119
441,10.138673224,16.780351995,3.4027410708,18.434701207,5.9559804015,7.9911994995
306,7.4409292676,15.074286222,10.343702758,9.6085054427,9.2171454877,10.979578646
238,6.465038687,12.79676933,8.3349385946,16.680960154,14.256517444,3.8219501113
50,3.7689941823,18.073456808,3.0687713639,17.695345837,12.753674399,6.8833461825
180,13.030704424,15.453551435,13.322766327,1.0856393967,13.679819006,5.6066795066
46,7.3274002597,6.4980944069,6.2541979563,15.870630784,15.707965143,10.507002035
150,14.526435576,13.438231108,2.07736201,11.300161019,15.988958266,4.7525846199
42,5.7120581865,10.854264431,10.083797306,11.206530378,16.546897132,7.5377768772
205,9.6814783327,13.689496446,9.711743111,12.040067918,14.713197611,2.0698541123
252,14.534157958,2.2765180459,11.58851654,12.224890919,7.618901629,13.618158399
135,16.666620743,15.358193281,10.892495326,12.697142402,2.5791260414,3.6447804945
78,14.320273615,12.382543039,2.3302548456,8.3806127366,11.705602802,12.678839667
390,10.082210075,13.553310372,6.5259982962,14.444864939,8.2150253691,8.9594353037
435,13.299053777,6.7992134904,4.8371257044,15.057189214,8.9850891531,12.702667486
113,9.9135848209,13.505293139,6.0984764234,14.801957152,4.8843895011,12.277536884
256,9.2516600899,3.7729743603,5.5319284289,15.759511072,16.887636732,9.969954897
40,12.418395415,9.9371732813,11.121237943,12.134391926,7.2200557627,8.168568894
392,15.18839727,13.66161785,2.7618508223,11.281157132,12.689006828,5.3863713813
66,16.612722591,4.1092182072,13.116378256,6.2981487042,11.394118488,9.3688091745
237,16.736912932,18.11353536,5.6251744463,15.789662383,1.4629206322,2.9861713259
355,8.8940357082,13.059041759,11.318795156,1.2892766236,12.841045517,12.985077568
12,13.928238407,13.212766977,2.5113312479,7.411457458,10.411040239,12.905842667
250,14.617937367,11.633977718,10.151859392,1.2535019945,12.072174475,10.6323111
186,13.806474861,18.427012839,5.221238137,13.236321785,1.5949114449,8.0419940886
425,11.096801139,15.284852416,9.5111315371,10.235500663,8.8852772117,5.2101833583
142,1.3403992988,18.649619952,12.677747728,3.410605697,15.93961449,8.1657375633
291,5.8760989755,18.556609002,9.0195530099,18.149002969,4.586730957,3.8031471162
24,15.501516346,6.8312755399,3.8831913983,10.861048966,12.644813966,10.260567597
332,16.98448889,15.967606311,3.3853858206,3.5503158499,14.061221395,5.7092585296
104,9.704060059,11.445278517,7.8800066835,11.966781665,14.190780636,4.4713623894
368,10.39928335,12.909877829,13.486321044,14.245293002,7.2686221302,1.2000471274
399,14.144274749,8.1322170561,4.1805701035,16.430494847,8.0639605671,8.5063980534
316,8.3869867213,18.377083598,5.3124537477,4.5486203493,15.909877963,6.9165798626
80,14.358540434,10.009856804,4.7905199197,15.115723396,7.2773968726,7.7600843692
170,13.333849788,11.157305498,11.627216185,2.0347407162,11.226373278,9.7559263401
148,12.366803929,12.606317357,5.9071809112,13.079108378,12.225790601,2.8985371592
465,12.748757817,5.4202665342,6.9529600327,4.8609452201,16.887968484,12.154177473
266,6.7624290511,11.883782329,8.7473072857,18.121408788,9.4982447922,3.9253040007
345,5.9935343042,12.058715343,12.200959012,9.6330129961,13.611999329,5.4208704114
289,14.799938038,15.812157077,12.2051411,2.659157726,6.8755068593,6.4690805969
226,11.686674628,2.3766841609,7.6183398466,15.538763988,10.589620508,10.976320125
28,5.3900208995,18.877150381,8.2928535028,3.5303790406,12.208584026,10.41227881
398,4.0730525292,10.662989426,4.5369577168,9.498692147,16.987861384,12.893148789
423,10.213259481,13.245625794,4.8780525827,14.59348511,2.6431078278,13.02704503
387,6.1462393068,17.28601376,9.3141950353,15.528331134,5.8810806274,4.4077829854
350,9.6458593234,14.148665647,3.6761304648,15.9998248,5.150640212,9.7256864451
56,12.380117588,17.613711607,8.7793801734,15.414858194,1.5285721719,2.5397736242
130,15.822697125,12.640230327,7.5461431446,2.5987352096,12.710410073,6.9031902237
376,5.9217178151,14.697794399,11.50875135,5.8849560902,15.871405359,4.328440082
412,4.4837657921,7.4377913317,2.5578831949,18.694728287,13.394794907,11.62854889
466,5.5392536595,15.656193705,7.2146943037,13.689336741,5.9429268204,10.101662235
