instance,x1,x2,x3,x4,x5,x6
257,13.536925491,17.840413325,11.577031347,15.620041367,16.104627967,13.302061882
259,14.144492172,14.626943173,8.849572581,18.455896547,16.235695168,9.9586613432
98,10.179243088,16.421440665,13.46705145,16.059148956,13.113595922,12.673358649
392,14.107273147,8.4864975517,13.383182517,16.54255736,15.135520577,13.709842915
149,6.0306903906,16.380965339,12.878074958,18.496502827,13.76092314,13.12505764
26,12.175942283,18.202196312,13.616776656,12.404245299,10.421564832,13.799709721
58,16.645722251,18.266541496,1.226597222,17.325551,16.511091061,9.5175409431
381,14.755442485,14.352967395,8.7123870312,15.71737773,11.584201366,13.073338936
107,9.9223300517,14.191765481,13.333609387,17.92037677,9.632660035,13.025318468
270,7.8184832446,12.829098301,12.366601282,18.104181957,16.067364838,10.235738107
29,16.950919114,11.614908155,8.6619862951,17.073665624,15.645728994,7.4027285436
314,15.514652196,14.199825658,11.773841084,16.071454457,11.851852924,7.8444175308
182,7.2277070917,18.462436418,5.2983687958,18.203070297,16.940696508,10.76133207
376,13.373388004,9.9337024484,12.24322613,16.700935587,10.033588365,13.023054671
223,10.559883308,17.862233372,11.998927473,16.101253816,9.0447347201,9.3272546714
32,10.657086898,11.606351141,8.6099554647,17.545378204,13.613839682,11.778407457
168,9.0425608605,15.130234419,8.5774856638,14.742970762,15.452789418,10.33647262
203,14.553544302,15.599085926,7.1380235851,17.425614592,5.4231280386,12.968939896
237,13.685675651,17.567503219,5.3966748118,18.220217542,15.05539798,2.9167173088
384,11.663844351,9.6123106256,8.0254024693,18.469335084,13.354113948,11.521423997
401,10.774447925,18.741914479,3.2028697398,14.145993961,11.963215001,13.761925709
23,16.785769232,6.0332202017,7.294209332,18.738530126,10.096016638,13.480514449
383,15.643711563,18.717632491,11.582919551,10.365435577,6.1444280632,9.7739499891
313,11.738034867,16.948592658,11.905123641,9.4578151056,10.759135708,11.225802318
285,10.189818047,15.637243136,13.004715739,12.372559023,15.975946337,4.5999833741
361,13.484425899,16.507795088,8.5959677456,14.884137698,14.657862946,3.6366800405
121,12.260523807,17.214819585,6.7232520762,10.188222186,16.400358275,8.8824919432
449,12.422380593,15.404213818,6.0511176379,8.2539178855,15.834423684,13.423548548
271,14.63634517,12.223214715,12.016928724,14.383060188,8.7873834707,9.0949536809
302,12.722330432,14.539467855,11.484726368,10.351630691,12.465218816,9.4761617552
195,11.116958905,9.4865383245,11.699780513,13.19565202,14.778445616,10.29894138
471,12.692533772,17.019124404,2.3915952148,11.970705469,16.131300002,10.356733815
498,1.046139814,11.351903408,10.015070068,17.838187817,16.141699757,13.816167885
31,10.020222928,7.8288330524,8.6157767365,17.019188286,14.460617419,12.063256195
496,13.4545874,16.781223335,8.0768254581,16.958299363,11.162692692,3.0211785948
327,9.5178211294,9.8495627251,12.993333058,9.3757111579,15.066884592,12.453095357
460,13.753019843,17.896293659,8.3949847443,9.5297756302,15.544261672,3.7338574361
