instance,x1,x2,x3,x4,x5,x6
454,4.3017764762,18.951509965,11.170636639,17.965239423,16.702684909,10.664498579
406,14.012789845,12.254719183,10.230858418,13.398866191,16.519446749,13.271392808
94,13.021971244,14.220672398,10.811504634,18.131371811,13.20497236,8.3431756964
70,14.800539982,13.244928931,10.423744688,10.781677728,15.140169676,12.914753643
103,7.7586860843,16.68314553,8.7068654851,14.906671171,16.359531146,12.884821595
324,15.948504642,9.9508077544,10.569796578,16.032007033,15.545009267,8.8250415667
465,16.53950274,17.853719626,7.7038454537,9.5343953581,16.089563366,8.7944071074
8,15.942940935,11.406149396,12.713035644,15.835657679,11.200521402,9.1116028032
198,15.822822768,8.4473251714,13.016980958,18.746764118,12.579381842,7.5018682913
132,15.506083962,17.452470549,13.233973713,13.049490936,6.4202127196,9.7508717866
313,4.3649853282,17.385398451,8.6284234386,18.541205307,15.406344131,10.058211479
415,15.952434476,15.996155664,13.343103684,13.269781508,2.9525588676,12.867136366
52,15.674092412,17.393948764,5.1168622763,13.47413722,8.980119884,13.741699178
130,2.0881868787,18.786728085,11.144505783,15.081296535,14.928398483,12.348414207
48,13.881362129,17.958656955,4.2403250115,12.308256855,11.955692708,13.117601286
378,12.234964579,12.168287185,13.76761925,8.8140484472,13.343479015,12.832467705
350,16.627062343,16.681259111,7.8440238987,15.319895577,14.753544848,1.3148730639
304,9.7416235693,18.940131967,13.361374208,10.77161053,16.978774138,2.3724302903
172,11.490203999,18.164206848,9.48271629,17.985715863,11.061625488,3.6531261948
74,13.58894572,18.351835432,13.401905542,17.125404807,4.6652649418,4.4597207054
358,15.487989221,3.4626390641,13.979724728,17.532540364,14.755932435,6.1601272696
67,11.921745304,7.4576701801,12.476108974,13.741410082,15.525607675,10.194645738
409,3.4896278642,18.980297792,11.196026628,16.344615137,12.556534123,8.7100041236
77,13.833623428,6.4051790028,9.1213762383,18.023446871,12.572122771,11.043122848
404,14.235854514,18.17150187,9.2962218036,13.111325669,3.0044027939,12.710369746
10,14.150651954,16.207851173,5.9699721127,16.94373501,5.8737334274,11.379839456
479,13.902612314,16.420808841,13.950126678,13.735148171,8.0994411521,4.2058179271
381,13.800173473,18.71355664,10.802999037,13.493300455,3.1908063591,10.258539802
460,15.2883044,13.360315253,10.815532116,16.495111706,8.6489647403,5.6148404391
494,14.541580498,4.2478452381,12.828208985,8.4294378757,16.671253949,13.074233394
65,7.6557475962,14.180487568,11.777849506,18.185850716,6.3945405819,11.538493439
499,6.8134036176,18.38773382,10.067182313,13.787947774,6.5953964293,13.951868031
55,13.794786032,7.4688713658,4.7581080699,18.321582407,11.876168702,13.383372355
185,16.813619614,13.012817763,2.4873522792,17.98195166,9.6799277663,9.4803853799
448,16.098071449,4.4756387747,12.510039883,18.751659426,10.46612053,7.0713521976
87,11.112889223,14.0482833,11.372081475,12.262664285,13.492116306,6.7975010292
150,10.813899562,15.910658734,11.359926785,7.4540897999,12.042247236,11.212120981
437,11.250947602,18.727023165,5.7143384356,16.529041738,8.6495195478,7.9162949026
175,13.377013355,14.439044323,1.4182238479,16.897283701,13.655912481,8.829404854
433,13.598555773,18.564297349,9.7067048689,14.19711456,2.4851663373,10.055758777
227,16.463201031,15.22895202,5.2765373618,16.036990339,7.9906352237,7.1202560426
21,15.796827205,1.8589354814,9.7111882202,16.986764658,13.117235139,10.580411575
152,15.56803111,18.4088743,3.6323514646,10.396526503,13.597944517,6.0134739035
377,15.555417832,18.922875079,3.6747052816,13.373158852,9.7143540494,6.3414925858
151,14.559175398,18.631637182,2.9574359646,15.82827818,1.9239695631,13.534052973
269,2.545655746,15.065936719,9.5469781281,18.624575077,16.746502034,4.8541831872
351,7.344509311,9.8316181223,13.417986267,16.317869603,14.854764182,5.5557840646
389,16.362893224,6.0028020949,13.98795932,18.009874742,7.8326492757,5.0851504584
456,12.876028854,6.1456495859,13.29277607,16.677641385,16.381496202,1.8587410615
478,9.0942556374,16.445328142,2.90888298,13.305865493,15.495150946,9.9619796404
168,12.883325588,6.0431123185,11.472104049,12.350308964,12.05320961,12.315780166
100,12.026980791,16.780139031,13.840096552,18.917582879,3.7198061831,1.7431858361
307,14.861682851,8.5992768342,13.772972143,11.933651455,13.852105808,3.8674183525
445,15.407407142,10.166133763,13.71352816,17.986351274,4.3583402745,5.2415549611
306,10.905103959,14.672146899,7.8453152035,8.5862832121,14.67624256,10.180123517
250,13.960994329,15.463428733,8.1165101384,3.7417324004,15.068762884,10.049760228
263,2.3177746162,18.753461129,6.9603452482,17.50244201,8.7607213147,11.980479295
461,8.4429434389,17.29262318,12.137166052,15.043276453,2.1904416345,11.026685762
184,7.1035472415,12.572669137,13.894173967,15.256796292,13.353492983,3.9071387248
295,14.144969605,15.061866655,4.3386058446,17.576673549,10.71964914,4.1052936886
271,4.6007232964,17.661536752,13.329600047,13.365674793,4.700170476,12.223348506
224,15.323437098,4.1586612812,13.495475717,11.227744166,11.686418589,9.8193369426
200,12.88955671,14.9163505,5.1725525786,16.918345605,8.8985882215,6.9041845391
46,4.6628262587,6.5061436784,11.996679985,13.726813752,16.331160195,12.437653736
63,11.184170153,14.165295745,4.2762607418,17.810605484,16.038323514,2.1167726319
120,16.461489316,11.861178935,9.2372388532,5.58443656,8.8768289611,13.438801793
73,15.393801525,12.792884318,8.9479541702,7.8904503756,12.621644389,7.7368180754
425,7.2526209317,17.547815301,13.985198544,12.228200518,2.1532942951,12.199803193
292,9.0700180233,13.825003154,9.8543656201,12.119517908,16.00430388,4.3365571017
98,12.702727903,5.2678661672,8.2531530045,13.658049549,16.552367199,8.7211645315
446,3.7212424465,2.0123042264,13.818295458,18.523590888,15.371397607,11.684440405
493,8.6431756578,17.014792732,7.3399007118,7.8878010614,12.991768472,11.174106872
13,13.491282973,14.565427938,13.106772482,3.1188305579,10.525824234,10.204880884
452,15.807316694,7.7468897104,12.730394312,16.043381264,10.58380818,2.0927165465
365,7.762077067,17.424613726,12.546761237,4.661317728,16.402741142,6.1471734806
161,8.6418158747,17.846732627,13.242512445,13.163018563,8.8199986108,3.103198553
115,13.251209468,14.698399795,1.0882413152,14.916397862,10.137901627,10.648619601
458,9.6479017027,1.2589710187,13.743024247,18.831253614,13.363133814,7.8819963827
211,16.059135355,13.193604174,6.7029840713,12.818231411,7.9875019826,7.9283693098
145,12.180134065,16.383362019,5.0593306273,12.143219595,7.0848882347,11.8156357
337,9.1934188157,11.384205264,7.1273978157,16.319422351,16.122505762,4.3149621424
179,5.1482414939,6.5193433487,11.720247675,18.075184868,12.804724555,10.165351494
278,9.6302436478,7.181527806,12.894402392,17.970637947,6.875659328,9.6810315379
133,10.949764539,18.273343268,7.6127985597,11.486073948,8.716340255,7.1129290233
299,16.573234063,12.114621028,6.7873269005,9.6180590019,6.7904921845,12.1950047
467,10.723728035,15.540605228,1.0092494569,15.453382226,11.179680146,10.13081985
42,15.395140246,7.0842696959,4.102715489,18.038135682,15.228061929,4.1880644229
242,7.4886660427,16.592335743,8.8012131148,6.750114351,15.513236437,8.8696893065
364,5.1151985899,13.093964019,9.5047533072,17.168507948,15.532021474,3.5441714905
108,12.865891516,10.608940706,13.647457749,10.58513968,10.135944139,6.1120086003
407,15.185294442,15.76553378,6.4005114734,11.12104178,7.3230883628,8.1161594142
290,11.893490829,13.815166136,12.89450754,9.4611916463,3.3080028407,12.358126764
11,15.396448251,3.8362842118,7.7042835767,16.264716099,13.340993114,7.136276847
413,5.0642721429,12.823488662,9.4252397984,9.7942332164,13.032013875,13.488173681
483,8.9124019854,16.505363155,12.181068794,18.029590198,4.415666189,3.5290967179
113,9.6648606211,16.354726742,6.4360296568,17.49975424,6.8781317361,6.5282185315
111,10.56086738,7.7902727439,11.003243448,16.050271226,4.2563004754,13.611896576
336,14.116477195,6.4712170339,3.1482559668,11.475283212,16.580382168,11.477077678
449,3.2901035696,11.61817001,12.998136085,11.336521945,15.308133043,8.7042672148
197,10.643148392,14.395995175,12.80017851,16.969529366,5.7792931423,2.3736235965
417,11.395789731,6.1110218819,11.398859215,16.126044473,8.3866827972,9.5322777827
220,2.3602361232,17.37657312,5.9490126872,14.635517286,16.801843941,5.7488734755
327,15.471000433,6.4687319589,13.87734396,12.480105949,8.356634777,6.2141510802
