position,x1,x2,x3,x4,x5,x6
1,2.5495446138,11.453370784,10.738245353,4.240635871,1.4118149132,9.4401440562
2,5.3819460832,15.122813531,3.2749688972,12.53498089,3.3158392943,10.495305956
3,10.961494572,5.6490752199,9.5374241027,9.8742007595,1.8718358167,4.2359048023
4,1.3255312741,14.12175869,13.838075882,5.2246125294,16.867818438,5.388067926
5,5.87004935,8.1990658771,10.015792063,9.8858089787,15.778681494,6.5789856645
6,3.3040112332,5.5055336193,6.2301689638,11.90207214,11.557142496,11.710016273
7,16.809025783,13.98011847,13.951258231,15.017628831,2.7052049898,1.9215394577
8,13.016897008,14.439409938,11.829639022,16.092272243,11.962338027,11.915232482
9,12.081879567,7.7822886878,7.4463169312,1.4732826999,14.997656766,4.460967365
10,16.655322146,2.0385084278,5.9191278266,16.936720317,10.692836255,3.5278756833
11,1.5520314984,4.7318834998,11.128634472,12.097951053,16.893396862,4.3748391394
12,8.7607782856,18.210421897,2.6937369322,3.1116146194,4.640497487,12.540746283
13,12.532977775,5.1796631655,12.03375643,5.5871944744,3.5578927957,8.7275724816
14,15.967300877,15.875328283,12.031698855,9.0241126996,12.482074495,2.4789735414
15,15.458333656,15.096516781,13.54966217,1.8687411179,15.721634243,12.618618341
16,16.293850422,6.7888459438,6.3709934638,7.0997113241,11.13869397,4.5872332735
17,13.414454326,9.4042093353,4.2163186746,5.3305057976,12.393022768,9.3295712224
18,16.885923792,7.5916291238,4.0769433058,7.2776216948,14.350442607,11.707874389
19,8.8770115152,14.412448897,9.1090248639,14.140494871,5.2859932072,13.418084003
20,4.4630915485,16.877023962,9.4204502834,16.77124439,8.6954292953,3.5914060017
21,10.068791557,13.109220827,4.2178933695,1.6259671506,9.2746280171,1.6401994303
22,10.447222382,2.7866681782,5.6640561896,1.515048638,9.8815737702,8.1172335916
23,3.2032657079,11.534565479,13.846164441,1.5933398968,11.473485243,13.802051588
24,5.5474812612,14.697583858,2.8340754919,10.146744493,7.4888432361,13.466685168
25,15.991400272,2.0522485506,13.814973577,9.0240533892,16.045789458,2.7823399135
26,10.173191331,6.4430028102,4.1088131135,15.493665284,5.6914072111,8.3729075978
27,10.180085957,2.2492685458,3.0535417404,13.57505833,9.6599905752,3.9922422187
28,4.298267033,12.841444111,3.9028464614,4.1850660741,11.623439472,1.9246810293
29,1.3348014802,11.715698617,2.4975402586,11.06603521,16.223310161,12.977841223
30,1.0532400683,16.641023478,3.4718791174,5.5014452329,6.6057492755,13.518108148
31,16.396094512,9.424171567,2.7132975985,5.5806423784,15.55442163,3.969327094
32,7.6716577075,3.1429398954,7.1721300485,16.578278386,16.581065811,3.3476927434
33,6.5444706567,8.0247444948,13.632456083,2.4576482661,1.3039565533,1.4096157514
34,14.618897997,11.869338122,1.1551475793,4.4530166131,5.4088314436,6.0805258807
35,13.930054523,6.4905258962,12.356469541,13.02987577,2.9794370234,13.405727398
36,12.117641829,4.0540399416,4.6127376123,8.8294933862,1.590824686,1.5743134727
37,13.573700212,12.972464842,13.888325699,11.36442735,1.9935634099,9.0133347856
38,10.532238677,1.5308777322,13.598950902,4.0675495788,4.6842042208,10.514253308
39,5.4200572968,8.6596323247,3.7311245459,14.341588702,10.336815443,5.8106191391
40,9.837400537,2.1096543069,11.674835342,8.8873195788,3.5174907781,7.6064825759
41,9.3907273673,1.5415689335,12.428521078,10.807800667,16.290624361,6.194571327
42,8.8320500143,13.063545892,10.963117357,18.692131971,15.903512981,6.0130182039
43,1.5844296813,11.336309686,1.0563887693,12.38506758,6.6434723362,6.7205779271
44,10.379052617,17.222741744,11.094635699,8.8658404867,6.0309107788,9.9033945112
45,5.2136161625,4.0180142578,3.0445581211,9.9947453639,10.189286619,11.240819939
46,11.582551427,7.101071246,6.3409253941,6.8342690822,6.9594959803,2.3296275598
47,3.0925974101,7.3219369929,10.295462723,11.603184768,3.7060030513,13.982080906
48,1.5039102733,5.4364406569,4.2711388874,9.5452707224,7.316370599,11.161842431
49,1.2482184581,18.181984425,5.235251714,7.3065278991,5.2354316823,1.8937801451
50,11.262960065,4.5285108727,3.4545816306,2.7087168768,10.546091333,8.0144065286
51,3.7968433797,14.309887238,13.438275024,13.775193598,10.749093968,11.366734727
52,8.4511687569,1.6420100043,11.018814143,15.741823752,2.7538799383,5.1358884191
53,7.8654808477,8.3934089649,7.8843424027,13.92862473,10.06532729,10.164188895
54,12.05520121,17.736207339,10.983863142,18.026531499,11.19644732,1.817645754
55,16.660746552,9.3702161456,3.8867753728,8.305029369,7.4804212078,2.1049324777
56,15.658510912,4.2040492785,13.811308663,15.086532853,2.5292065442,4.9581906472
57,16.395730998,4.055137753,13.167742716,9.4275078536,5.9151657186,10.261712156
58,3.7506352812,16.710213981,1.593785021,16.803842375,4.1353992186,9.2509725422
59,1.4354411922,2.8757471768,4.6062631998,1.4369861339,16.91440662,8.3574712621
60,5.2383263372,14.243329235,5.7257265737,8.976947085,11.91062272,10.029110151
61,3.1780934744,18.844640721,7.6961505453,13.343907028,15.291157581,1.7513655317
62,10.561541546,4.0029533189,9.0476116335,12.238493818,15.134560704,2.6105883475
63,15.764828827,10.645150171,7.2342055726,14.018777999,10.969115302,6.0535666447
