position,x1,x2,x3,x4,x5,x6
1,8.1161564551,6.2741458672,9.8913796865,11.013913137,2.9359909482,4.0599655549
2,5.7024493106,10.751040393,13.301254513,11.055294203,12.616670579,11.899670991
3,13.412284169,10.336442301,8.3170788649,3.1468004617,12.930658564,5.5189324918
4,3.5115474053,11.634607085,9.6469794267,8.0796659095,16.966196481,4.8518001344
5,3.2756277844,13.050081265,11.146893052,1.048742129,16.555480037,12.440537476
6,6.6530678868,6.9676427133,9.3029150234,18.467408009,9.2845606133,8.8718143974
7,8.9855158068,4.944164908,13.774903525,12.880243681,14.343662139,1.617866141
8,10.611650843,14.797082786,5.2786822722,10.32258836,8.1467898898,3.1054103556
9,4.5771325305,6.0829279511,12.93363414,12.957457811,3.4427984655,5.4281258348
10,7.3277215995,12.058641419,12.589584522,12.052011145,8.1614466533,5.8922105904
11,3.4842746034,13.713097056,2.0490369252,7.6569199166,8.6709115691,5.6874280309
12,11.516225263,14.768054709,1.3598913746,7.4180853013,7.2645850964,5.0245165741
13,11.774872728,14.595990272,12.056967525,13.632705473,3.663584888,2.7670189503
14,2.7643018849,16.482600362,2.0173528024,18.680075563,2.2106742449,9.7492866039
15,6.8921397813,5.7797146784,10.150297052,16.457903323,4.9497553147,13.618267273
16,11.834940583,9.2624147288,5.2011169984,17.531206992,5.8945861235,11.006500955
17,6.4251881056,11.299611258,11.867148899,3.3919923063,6.895649951,3.1036151797
18,14.299208548,7.2794663967,12.781699791,14.893735082,4.0808155909,3.9855528581
19,3.3120314851,17.527286072,2.0017211838,16.405889821,1.2743532993,13.458299205
20,6.7143062502,10.308739964,11.74406843,18.262703238,3.4414023943,10.484237496
21,11.908331268,16.514238911,9.3898773044,1.4727278934,3.8185860328,11.422694236
22,3.7510879599,13.780084585,10.745499856,12.869745742,11.998860415,9.4877195575
23,6.4864831753,1.0905217673,3.799265441,12.829856654,16.396573395,12.411019243
24,10.386433203,8.3890357488,7.5380807556,18.654677534,10.636035293,8.7649488195
25,10.448176578,17.668777467,7.148865368,1.8064653166,7.989390593,1.7418797121
26,15.947205089,16.312560162,5.7978769112,4.9297168036,8.5488012359,7.4514411888
27,14.39850739,2.2551815677,2.0110414193,12.530917829,9.8939521983,2.0119288827
28,3.7323494293,7.2792183384,10.041216582,18.778406846,4.4181845635,2.5931566223
29,6.5948788486,2.9357637116,11.745657502,7.9182371558,6.2634508759,5.2375743217
30,14.840138033,6.6952727698,8.4790775962,9.0455712308,2.0155939683,6.6066317537
