position,x1,x2,x3,x4,x5,x6
1,3.5330004655,11.792853138,10.329408445,2.9493203755,10.445735052,4.1557156728
2,5.2411278263,10.904101844,9.3470549481,14.090495084,7.0107016303,8.7247499679
3,6.4796974584,2.7169470591,7.880832273,18.009419764,13.79532605,12.635044101
4,10.119554184,14.556061161,2.6854992856,5.4310096488,11.529161882,7.4080216663
5,15.093743164,2.9729492203,3.7025189465,7.5159431156,3.7559169382,5.6594738257
6,9.5969403572,2.5846015397,11.945755594,2.0573829147,1.0791896321,1.2415135386
7,14.621024489,7.5599256773,11.273648331,4.6928409007,9.6369466372,2.0906964522
8,12.982379638,1.7719025933,5.3183942663,14.554201874,12.924261592,8.3140579567
9,10.726135794,17.218463655,13.681988543,6.4221678004,10.469256591,2.6745992186
10,7.0813028105,2.5335706105,13.383251096,7.3961440395,5.363108471,1.9389652354
11,6.3279474601,2.3715536441,4.8811290055,7.8255962045,3.9696228951,2.1830756157
12,12.464891143,16.636406864,3.6454881479,11.033036147,9.5163653567,10.571931227
13,10.832084917,16.95351421,1.4490529152,2.7350785574,6.9078378119,3.7482021812
14,9.0197352469,5.6030824725,5.8874025121,8.9729869501,11.304782361,1.7662308074
15,12.501287412,17.45090592,12.886904162,12.858649238,15.384966653,9.8632202069
16,1.4507085867,16.60526063,6.9309038681,3.5705836103,8.8457755633,11.020075422
17,14.448773995,5.7408546959,13.90542013,15.783378722,8.9458149299,2.5729353784
18,15.852265578,2.0224773004,9.4337299678,14.298965689,9.0184754245,5.055486666
19,7.2412788197,2.9670930696,11.708355202,16.329869366,10.72196294,13.866776741
20,2.5240729153,4.9139821148,9.4209544088,12.284513354,16.22739609,1.1188037519
21,16.760605212,16.898159145,7.0851347027,15.683175286,13.795453478,7.0611719729
22,5.2746871822,2.9747653231,4.3137495948,12.233135389,4.0554654375,13.096377188
23,10.623172686,12.500951059,7.6607447469,15.923630157,13.396819055,13.441809129
24,6.5392337926,3.340859558,4.5826664947,9.9233220941,7.755503498,13.330432141
25,10.751225449,4.4198855441,2.8670155755,13.179809162,15.702255867,11.63814234
26,7.6619517244,4.2293009143,4.3439409249,11.360592583,13.8774793,3.4493747081
27,10.627306737,5.1760030482,2.134336371,13.594657785,8.602756191,6.8484689903
28,5.576621078,11.230901042,10.366253725,6.3924493561,11.238199297,9.4478256044
29,16.615324602,11.420868001,10.620192949,6.6758881435,5.533404462,4.6481652642
30,4.0822912194,9.2668168875,4.1997562579,1.9597774376,6.845766779,8.436684788
31,1.9481265247,9.9567534951,1.1587570757,12.929815313,13.206895545,6.7429071211
32,15.029275201,7.915336506,10.681842082,9.4383334923,2.2011358105,5.689954448
33,12.530047055,8.100622918,1.6688899344,12.038213572,6.8165843487,7.2572241987
34,5.6678564958,3.9599135537,7.9877178308,16.296669352,6.2072160803,13.932816454
35,13.814998306,5.3903711354,12.4230713,14.203706776,8.5894459076,8.5971120843
36,10.383977197,13.875454479,9.150894142,10.932482281,8.3414890841,7.6690967521
37,3.5095091537,7.5228378931,10.942851341,10.405120137,4.7325968072,6.5709186748
38,9.6223231293,1.5546960207,10.770304511,7.7691677823,5.7902917601,2.8188312186
39,1.2907316089,4.4149572197,10.149025616,8.5388280028,13.288549412,9.0694489214
40,5.1583948173,13.840901839,9.2290934906,16.397035472,1.2322517075,5.9395960451
41,4.5143186823,6.007914356,2.0759300408,6.3165680203,1.6753384918,10.422514615
42,1.7722255401,6.9980356367,8.2293979009,17.510607673,4.7025882043,6.5676560102
43,14.384279028,10.006753253,1.5626763804,15.929289861,6.7926866896,12.957265644
44,9.8114931807,17.135620276,1.5253883281,3.5204347926,8.9122636989,2.268383143
45,10.885001317,5.1742097903,3.7560946548,5.566049506,15.774624217,9.6811378906
46,12.744334359,2.2501521492,6.8981524175,12.518851405,6.5804076567,8.9912450658
47,1.7479282878,7.6527582011,5.627359377,5.555462982,12.580618296,6.0078642261
48,13.569284309,4.7497558673,3.6137515102,9.8889998854,6.8963343985,9.0751265716
49,7.4899236336,13.162729178,2.8916494071,9.6124001569,12.966547754,13.139622364
50,2.80317197,13.763402293,11.098450201,16.755949274,3.9833016321,1.8568553329
51,15.933122803,11.012023282,4.2198881113,13.197882142,3.4039726704,8.4051746668
52,3.0553664193,13.826611017,11.586293241,9.2661737525,11.590188932,10.356358289
53,14.917736042,16.596221346,13.032585396,16.552724235,10.113123756,11.133852827
54,14.560080163,6.9465723773,13.538635089,12.139623558,14.198726613,10.170521695
55,10.713209774,13.222840847,13.922466895,12.959271362,10.2793274,5.1910996004
56,9.0982197039,14.108163256,11.126795526,18.424791824,1.02994252,6.6387039816
57,13.748698629,7.1696883258,12.367809438,11.606450839,15.251531199,1.202690261
58,11.352819461,5.1969453548,2.2681863194,1.7758465763,7.1482160464,8.7680002924
59,3.1691662334,15.086890416,3.1610363505,6.5385764595,8.7008369453,10.97924321
60,7.3289791532,2.9788223528,8.2908213316,1.0601706319,11.113134023,7.3223563624
61,4.2803942189,7.4383174176,11.762478274,17.048007893,12.815007553,5.6606929263
62,2.4554875046,2.5955948876,7.9631263714,16.57245376,6.4552997574,13.556869288
63,13.462614752,6.0060346974,5.5661486485,8.3663902227,4.51463902,11.409690311
64,4.8983001374,11.507020333,13.258200044,1.3255124837,2.1252391636,10.937283161
65,4.3082494251,6.1866769232,8.790950089,18.532310531,15.720062077,5.155764275
66,3.5117617585,8.4854319771,5.2303563731,3.8066692883,2.2715051882,4.0030044271
67,6.4227353148,4.4771353425,2.467041757,14.632634553,1.5679666251,12.108785825
68,12.934355866,10.478309264,3.3885466547,11.239349104,11.879971888,6.4704567702
69,6.3830234744,5.8779246416,12.42294636,16.257724218,14.50188636,5.656487196
70,4.5799174421,13.792906131,3.0038203874,15.5925006,14.688731566,3.9599774107
71,9.8198899962,8.4501815396,12.068232496,4.4036071757,13.472712271,5.0170307327
72,7.018535696,16.171654704,7.5971388947,11.117676681,9.8579839319,9.9733303704
73,2.8731727973,14.086173454,4.1721282206,1.1552609219,13.620905641,11.487131207
74,2.7188762054,11.612864119,9.5212426449,4.3297423664,13.310619026,10.586527027
75,1.2643495426,10.788516544,13.016028389,17.50667972,5.1311303489,2.6610757892
76,5.3378498293,15.79783217,9.3560391001,17.721542738,9.8183204569,6.5229472865
77,13.723384097,4.3895908985,4.758303486,17.6534829,15.146501657,13.713210546
78,9.5831738599,13.151359751,7.1778548714,8.3187418692,10.764679588,7.8533565896
79,14.092197292,9.6915555145,13.391934802,10.14197452,4.8783181198,8.5995201687
80,13.462584201,6.3987105959,6.5703671649,16.409543203,2.1494898647,9.1972839071
81,9.5139816664,13.420011667,4.5958977866,13.158721488,11.817665756,4.6137629494
82,13.259723026,15.154355894,2.8596330539,9.7843049862,14.66519345,11.429528111
83,13.87593817,10.062518294,13.172490706,1.4887520177,11.461472504,13.278195946
84,16.623070735,18.305434851,1.5893780086,14.680556936,7.0160906427,9.6200246159
85,8.9396439828,7.2655831571,13.321329145,5.2717391052,9.1458913274,10.853378255
86,2.2660166584,11.506381862,13.249680375,9.3390786787,4.5157389827,13.814572602
87,16.597643528,6.9665428149,13.412918066,8.1264094785,5.9919681698,8.5104320038
88,4.2204437815,1.1490232688,1.6664861026,7.9849670879,8.2699223273,4.9564552263
89,16.998193912,15.23504154,5.9066288655,3.6693605212,9.1872683465,4.0732848691
90,4.8045681417,12.373427275,12.486994143,11.533845872,9.6050118953,11.907906994
91,14.071602836,13.898750659,7.4521023626,15.063611507,2.4971059822,10.899410561
92,5.7403241582,11.10785835,8.5017478529,14.251972134,6.0650127381,11.302550762
93,7.5366491713,11.081105054,8.5262150804,15.596417823,12.860528793,8.3943425545
94,6.2198289223,13.897612769,7.0926725627,14.858952032,6.9649398811,7.6353068857
95,9.1272236891,16.780563273,2.2229778531,4.9222817244,2.5926626809,9.9595332851
96,6.0872813538,15.524173483,2.8964662752,3.5170590021,16.050483674,10.287647278
97,10.418480188,18.149068788,5.2220079214,8.6857583146,13.231987093,9.8638368626
98,15.816094175,8.8465305222,1.3990665993,6.8549837321,3.4499908388,2.5148646354
99,14.08450228,18.463397051,7.3977485341,8.3101336714,3.7450771667,8.1766810617
100,8.8916057572,10.011595512,5.686567727,5.4065774111,1.3954585604,4.4897760716
101,14.780639522,14.73406035,13.162809767,6.6853763238,12.122164842,10.155162144
102,10.239498701,14.580708181,7.44188374,9.192956395,8.0903858803,5.546009558
103,10.705425289,3.6800750578,2.9423145279,12.611898661,14.040878009,5.9531197711
104,5.7158036605,13.50870221,6.0259514893,1.1484172866,12.35486418,5.890334944
105,11.653345805,11.540969526,11.41139714,16.651581843,11.041452516,1.2915744591
106,5.7603970207,3.1739069456,12.931716188,12.667418107,5.6361391582,3.6857913302
107,5.3025650382,9.2157073864,9.3436386734,3.275086001,16.176543787,2.5581276815
108,2.4183791392,7.186546219,6.8915241892,14.984970929,4.9598878026,3.2045565352
109,11.567843184,16.474164022,8.150023764,4.5728319711,5.0410563387,8.1998317561
110,5.7817149535,15.854325355,9.8091506159,1.7037458895,10.406500604,7.8021136227
111,13.905651536,12.730342655,11.839393603,11.182531179,2.5527679622,11.852407202
112,11.404086355,11.661563429,4.2176562925,13.422223131,12.767137825,2.3268458655
113,4.5788575225,6.7170077278,3.6916777084,12.055580897,12.467976946,3.2626147745
114,5.8429308422,14.27658276,10.774334418,16.542125738,15.999882951,6.0641381466
115,4.5349049307,14.937203531,7.5477949956,8.1023420799,6.3025803529,1.541058145
116,13.201156944,10.551770292,6.9019435551,1.9754501632,4.9416679516,6.4145059786
117,1.4706287459,10.415567501,11.475484465,14.001951722,3.3778346665,13.200930286
118,2.984834414,16.632939338,9.4632282578,6.4180252207,4.3274361342,13.409186559
119,12.850951962,13.796756618,9.9834655775,4.1758871484,2.3906331025,13.797405489
120,8.416973535,12.89464517,13.306169746,12.398744876,12.746418595,6.3970539253
121,11.822245322,6.4194950419,5.7066477677,5.3061893685,7.7983394824,1.9536316262
122,16.117254999,12.037708324,10.142040264,4.0877424595,8.2608658187,3.5312520799
123,4.2201815173,5.797523268,2.7290735834,18.130279411,6.355096899,1.2980956659
124,6.0089386143,3.3336462304,3.3715026472,6.4944988722,8.673208423,7.4041913438
125,15.697773632,15.242722795,13.163290344,8.0554703642,2.9900747575,13.03240157
126,15.064718835,16.942891229,9.8581649724,10.057221652,10.034516577,5.6386531002
127,11.998201508,7.2963122032,2.3434122866,1.0353662167,10.607966851,3.0587423097
128,6.5501158014,4.9554556753,10.582369602,1.1694964822,2.5374313928,12.94857849
129,12.733952485,2.3496404616,3.588035132,14.174825299,8.8395004645,9.5849599135
130,12.340827275,2.4808316757,6.1582733011,4.6415106035,6.7110227831,4.0728005208
131,10.17850665,15.947836574,13.287551477,17.248127524,5.0598955154,8.1174940658
132,15.042733781,17.232316849,3.49073006,5.7306036619,3.2179733478,9.7115825817
133,2.3133622967,17.381941578,9.7727315787,15.206028889,4.4470113255,1.4011015492
134,3.1000029705,18.58988919,10.473736195,13.460599113,2.5142257474,4.2380331925
135,9.9701371156,1.1153944237,4.6753122888,1.8329905239,4.4160847403,3.5313414885
136,6.7230385914,4.4388814261,10.274322286,16.91996112,14.831304375,10.993892309
137,4.752561897,9.4494521078,12.151923093,5.2519537988,3.4793482311,1.2796803552
138,11.155297432,5.7291461243,6.6053997106,6.5282689692,7.685400527,2.9444634307
139,11.258845933,5.8003721302,1.8711110658,16.724312271,8.5652330741,12.201938711
140,13.313426379,16.334202144,8.1070770486,2.2096866299,2.1336661652,3.5764279838
141,6.2592030652,16.815087079,5.9876626383,4.683005848,9.3287972584,13.670329851
142,2.9246519655,15.561527975,1.2274952913,13.357826767,16.072327923,6.1838431912
143,12.318639509,13.955505766,11.85733894,13.811367637,1.9073556587,6.7199142834
144,7.8223227896,14.883761338,4.4334874742,10.913718113,4.1739799082,9.6302286615
145,5.6248527355,3.5457192268,6.8906255388,9.3629609505,4.8109726422,13.826414073
146,4.647027012,12.643514143,12.478667302,18.163885436,9.80905452,4.1500688354
147,15.249034356,9.4302040855,8.4644641199,3.57293473,7.9460952319,5.6654364187
148,3.6536800899,5.7791789575,7.5225630838,15.797897913,15.476028141,7.3332162274
149,11.719620448,17.386979131,11.63027784,18.247693705,11.246925332,10.155271145
150,8.5711712129,11.672869371,3.9645952426,11.290686966,15.708438061,10.585630511
151,11.975230504,9.9649476102,3.4335849937,10.112109128,8.2173701152,7.1795956013
152,1.3614352159,3.3945066552,9.5035416102,15.825961627,10.160395015,5.4305051768
153,16.250652317,4.2096726261,3.0610911234,6.9808597215,2.4521546178,5.0528993618
154,15.628713764,10.043623535,2.7511581213,17.088204144,3.787262667,6.0051387849
155,10.835692748,6.7262994992,6.4882836742,3.2619112376,11.052905031,1.6030549149
156,8.7476128303,5.4794328716,2.6388585747,8.3396993638,3.7501952276,3.3649032793
157,7.732238993,14.536714903,5.984317227,18.97210511,4.3066231981,3.2183500398
158,15.939389817,13.674877267,10.912923939,16.435572059,5.0149590634,5.6725776289
159,4.9963987097,6.8521787366,1.4311848739,12.912299847,14.815351155,10.864584795
160,6.3942896686,3.3118062387,12.6727679,4.5978364707,5.2581073381,1.7839717232
161,7.5952355266,5.5644877353,6.1401192727,6.7320022988,8.850778576,11.939137152
162,9.7680679448,15.152317549,5.0859105904,10.624689816,1.4367347434,3.9242380774
163,15.96433704,10.772382227,2.8059799292,6.7990662581,1.5398942083,10.420414538
164,16.756967317,16.939760328,4.9552720115,10.515926156,13.488600466,3.8146189938
165,9.0320945084,7.7046095678,8.1251856114,3.3532548798,7.4439711235,12.408582936
166,7.4929914959,10.847164934,13.595221378,8.9204701022,11.234732229,10.772316164
167,16.557959128,18.372826325,1.1790289367,14.858041418,14.432502396,1.8800083427
168,6.3563029878,17.219339643,2.1277461865,14.132468068,2.7483093105,8.9031816658
169,12.747265048,6.4295264953,4.3558724974,13.844222456,2.7290548012,6.0887461898
170,7.5874187276,12.107718719,4.1807850546,7.4638102427,10.077327661,12.639593506
171,3.1366108954,3.7815154945,1.9043832982,16.730792446,16.525714096,1.4877517067
172,7.4113523811,5.9741096669,13.401170359,13.429854661,1.0458604544,12.328191489
173,2.2778650187,18.573819153,7.3307380453,3.1058193003,1.3829684444,4.5189032732
174,16.300767597,8.445868053,8.2868142864,13.830689907,13.06323,6.6351085447
175,12.068064373,12.951525909,10.388473113,2.1741302195,10.709564026,12.601760469
176,5.2259775512,12.982076177,4.5943423845,10.941444359,15.351702727,13.105551347
177,2.5352785401,15.167805173,5.3918616697,8.0744519676,12.148695655,5.9768315309
178,14.547026653,16.320495255,7.5393734558,6.7435517735,6.3062320948,7.9656289888
179,1.4544165842,15.203274366,13.614161847,11.123515259,8.6285174973,7.9743550033
180,11.797062252,7.2386385067,9.5812774198,7.7583793718,9.6747971661,13.763183117
181,10.154115222,6.2943486301,1.258940524,17.983401582,5.3875376619,10.174021255
182,12.838764623,15.685032029,8.2332992412,6.2008713619,2.2319779061,11.022141415
183,9.1725987829,17.65915368,11.200017181,5.4044908411,15.478675712,12.489866311
184,3.8495587111,6.2584107383,13.892985213,18.997943647,3.8078874871,2.7687366644
185,5.4040429071,1.1660989532,13.32429269,10.036481873,6.0230082348,2.363866833
186,10.492221095,5.4268198372,9.5248784442,12.57732849,11.635869425,8.5900864464
187,2.724995669,13.851172617,6.834169399,1.3870057003,14.124137111,13.519915861
188,2.1350756325,18.1863491,8.8922792471,12.184376932,12.616617125,10.664055613
189,14.446354534,18.531275337,2.4641873802,14.026659582,15.428037208,6.5684630878
190,15.620229684,8.1652065841,10.787927712,9.4066637829,15.824357413,11.108535765
191,7.6451794021,18.573774444,12.602263218,7.3450990999,14.402451847,10.243655761
192,7.5275784023,13.539279309,9.2546372383,7.9458499821,13.695491686,7.639423958
193,8.8268823959,2.8256931207,8.6267986957,15.435063677,6.3578065671,8.1257602007
194,12.195928179,7.7087173248,12.908292316,5.2348992745,11.045138463,6.8982684105
195,8.8663413599,6.0727605098,5.1391467252,13.47441777,2.9071240202,8.4960985698
196,9.9910711348,1.1742291478,11.539749921,17.337598406,10.465123713,12.387570266
197,3.422228355,15.940071419,8.2822730809,10.189197232,5.4772497378,11.850215382
198,5.0937870368,14.820610386,11.979674187,10.53540331,1.621586781,4.3432188004
199,2.6257699654,13.542551633,11.88144925,2.6115110195,16.491071019,5.5981844731
200,6.2651605383,18.788019883,9.1492167327,15.572749328,9.6169649884,11.843289174
