position,x1,x2,x3,x4,x5,x6
1,3.8910323046,7.5258691665,10.210605765,9.8191634943,6.0010479391,9.0574916513
2,16.630156286,3.9225391629,7.8271953296,15.855567523,8.5729039423,8.7036220557
3,13.187958077,18.868331625,10.614812361,17.557767533,1.6656197235,3.667936737
4,8.7814059183,7.6531046461,4.4723316338,2.9383002096,12.544855688,6.5877866044
5,8.6024612598,16.453549695,4.870616514,15.115688838,14.739084881,4.715072633
6,10.750982456,15.356623019,1.524517712,4.8312661918,3.8841463961,3.8130093697
7,1.6583198272,12.820531741,4.4153693044,17.489768803,3.6153211184,12.913310935
8,7.9974837191,17.738676894,8.9853044716,14.558535951,16.570740636,7.117686993
9,12.345346127,6.3861846379,10.250903326,8.5531228818,14.88327485,3.0508579873
10,13.373444553,16.779994758,10.045205729,18.70192576,9.9831654057,12.222061926
11,16.207166914,12.670002961,1.5753537016,10.093447492,9.1565185934,3.8986771828
12,10.10754991,4.6441012989,8.9797326201,8.6369273164,14.805529945,2.0649518401
13,7.3015303686,15.292919935,9.559871814,17.721554431,2.1724645942,4.3168239957
14,11.145723984,9.9125567046,3.1088292152,18.379036431,10.559779655,13.364379653
15,8.1508958079,18.373255034,10.540890287,15.533641656,14.573183633,2.3505810346
16,14.105061162,3.4431656399,10.931817959,8.0660473118,14.606154464,8.3194208047
17,1.0227228701,10.099648369,2.9880386002,13.695202766,2.4800674617,7.8158211752
18,5.7335018665,6.0246760584,9.8049372823,1.0386891384,13.517017771,2.9824882844
19,6.7332640365,10.443838868,5.001720893,6.9836311769,15.615941539,13.872885359
20,8.7705206387,1.0485919421,13.393997589,12.30865619,4.3024449758,4.5288456066
21,13.097557541,3.4750395492,13.933832901,3.4429823612,3.4899875596,4.0555472283
22,10.038710605,5.7688476834,4.1824679757,15.199628116,13.210755307,12.625052576
23,4.3996728435,2.8625662862,10.408210992,9.4918459845,10.497486759,2.0701332043
24,15.63708267,16.469465576,5.0824913858,10.472593184,5.4663830213,2.5700796607
25,6.6239221208,17.872468372,1.6799102591,4.6339601935,13.933580644,6.8316430666
26,7.097414989,7.4720152584,3.0987311015,5.350047681,3.133799728,3.9425255118
27,5.3836399056,18.882178412,11.575569637,6.6491588661,2.9555320479,2.5039970097
28,10.763601806,6.2725286041,7.9611438639,18.147620374,1.761088755,2.551744421
29,3.5154856406,12.494445,4.0828156518,7.5326406001,10.68962314,6.0797313733
30,10.047488622,1.0160567677,9.209882919,17.389171246,1.31596848,6.9930672117
31,9.1346697658,18.691003642,4.6470688821,14.710197307,16.975204494,12.688724282
32,9.5024095289,4.6376659293,2.9729216462,13.209559068,4.5361782722,12.097488891
33,5.9181436747,9.4144618697,13.435386659,7.0563268699,9.9925659187,4.9370760832
34,11.758524701,18.034821838,1.8332967078,11.349040259,11.744494624,9.1098349048
35,1.4011247084,11.517282318,2.5345821776,15.905568371,9.2566496842,12.673337434
36,4.9762916528,2.4852807899,5.2575356604,10.36894176,10.512683585,11.215184734
37,8.9984032325,11.910252539,7.6658636259,4.9494107598,5.8074081428,9.8799438763
38,1.3946109563,5.3999658413,8.9858497221,11.959281303,14.839564763,11.783973688
39,11.121594355,12.436449971,10.646911019,7.8484849818,11.369727645,9.0974443485
40,7.9050615653,13.17423026,2.7229752294,18.300188769,4.2171035632,13.061223271
41,10.967471775,3.9581582239,13.375805423,18.474961294,6.2669095881,3.8584274144
42,5.2909822538,12.671948434,6.875000352,15.435321207,2.7555801645,1.0535081774
43,11.700439047,17.406468309,2.090493578,3.1618868061,15.697889555,1.5898618121
44,2.9179850705,10.475165321,2.1430377958,7.1778696082,2.2693888694,9.8894007325
45,15.125427715,8.6377126253,1.2379771969,8.6013069646,6.0115370117,10.637391675
46,12.466268703,5.022356879,3.3102833347,5.9895839677,8.2947517186,11.703820656
47,8.4867830016,7.9703108021,3.9217055885,12.625071106,13.103982732,13.195076533
48,13.133481279,8.3163313596,1.3986168867,2.270574518,2.8182172738,2.6154186516
49,8.834579058,1.9201283492,2.2398679238,14.519862575,15.480752435,7.431915361
50,3.7835286818,4.6992579307,2.6656398743,17.116679212,10.225505084,6.9964468016
51,4.6852763668,10.110009189,11.511874337,13.351876693,15.492345743,2.4221714507
52,7.804357402,12.838105277,8.7514550134,14.981770542,1.5078964718,2.9450359405
53,6.1296478324,18.152710067,12.538298926,6.7274431428,5.5244941935,7.2034262144
54,4.3689827472,14.983654538,6.0322799375,15.2697344,10.562166445,4.5128992735
55,8.3843945973,6.7465559943,5.4314941135,11.051016935,9.2241617441,7.7162777889
56,15.323300853,6.6378101213,2.192646116,16.875868186,11.317666378,7.4676148768
57,2.6469910592,15.799769035,9.8353749574,12.857810435,7.8516047075,2.9801279597
58,2.8176945969,10.392073495,2.1344843511,5.6888815863,5.208138261,11.943414057
59,13.726514842,17.972655877,6.1067476948,15.241184104,13.591689233,4.9578015069
60,15.013252031,8.5699309614,4.1234512946,18.193945652,6.3163512237,3.578674973
61,16.722697146,11.168034413,13.914786773,1.481050482,10.500284158,10.854608307
62,14.849501524,17.936936841,13.461267541,2.5291879689,14.836050268,12.952018477
63,10.801277984,8.5016019884,1.8373503808,8.7327101026,14.313863818,2.8715945373
64,8.5366919078,18.740232281,10.926165337,9.7410103776,6.0606379621,10.475879882
65,12.934028137,16.782245898,10.896866332,3.3085147995,5.0222495161,2.7272438232
66,6.8893503882,17.530918797,2.4201493768,10.070283809,10.85456254,11.984568977
67,14.44125957,3.9852821841,3.6739019693,10.484051375,1.810619887,6.3369319695
68,9.059838336,4.2827741373,1.3427818399,1.8701596251,14.240100823,10.277720142
69,4.04130283,12.99108581,2.2931429439,9.3135962891,14.021210894,2.6418721126
70,2.3485855721,4.4192522075,8.1803621207,15.336389784,1.2836012878,3.4669092749
71,16.582606286,11.373239635,5.4499013245,13.378302306,15.081148013,11.773486643
72,14.689842794,4.948698407,7.2673183472,9.3871464795,13.263662152,2.8131905377
73,10.718037352,12.658926192,3.9256132729,3.4246739084,7.6364454143,4.7771888918
74,10.246377405,9.6258364567,2.8589134689,16.963847408,10.717894543,5.8059407379
75,16.305094518,3.8262283043,2.2241570787,11.644145557,7.3218960725,1.2240286779
76,15.655564427,4.4615973854,4.8607454405,16.852039831,1.5072167031,13.794793416
77,7.1310084164,7.5733138146,5.9926696983,13.807680551,9.859629482,13.124990984
78,12.494343795,13.995143903,2.4501323935,18.005507942,16.66459753,1.5275879388
79,16.125891253,8.4789210237,2.2947355665,9.3655272755,10.724198524,8.7557719997
80,15.595973738,16.068930604,5.6685212317,18.994304711,13.837010153,6.209660047
81,12.575806148,9.3691439955,7.5421998044,10.207570494,9.707902234,6.2413374865
82,2.8834213801,14.603208796,1.4891393092,5.6124534989,2.0665509105,8.250173294
83,2.0384795219,6.7180053084,11.488858589,17.940898296,14.473861601,8.4462053038
84,15.700085692,9.2286022278,6.9981439305,5.8778532152,6.2856318951,1.9022493025
85,7.2169572897,14.675640815,4.6591921509,6.8376333392,3.0311585739,4.7900720655
86,11.766966317,1.2306093657,8.80726541,2.1227167863,7.6909495145,6.628422447
87,8.2887550332,13.346125081,6.4606476915,9.7644552356,3.0372079611,10.811917961
88,9.379257448,7.0496918391,10.599389558,14.986065957,13.157059669,4.5699906384
89,3.3897572011,3.2006862042,1.9795330628,13.317025175,13.579364553,10.972794949
90,2.4908172004,10.377805686,11.282996334,11.08800756,2.3776140586,9.7823404558
91,16.739462711,9.3785993312,8.8492726586,15.176341731,7.0372047238,5.7792768145
92,13.639126237,4.2546613556,5.0408049384,9.9324931283,7.8576787375,11.606760558
93,16.114143297,6.2723105783,5.7459280374,9.0723973904,2.140571475,10.59903598
94,4.1017093845,9.7251330037,12.707282503,10.321170088,2.6611646526,7.389703068
95,14.41699969,13.414478492,13.694281348,13.269612202,9.4554063603,12.638111183
96,12.475024909,12.63810743,8.8337100176,16.91548453,3.3108468093,9.5792281623
97,16.137488563,6.2329269825,2.6919822306,15.449121641,12.108642768,11.753552115
98,9.8496084549,1.876449971,2.21791148,10.5514394,14.489364445,12.224411239
99,1.0427569337,3.5114269792,9.9833881035,18.313206233,15.350310374,8.6401734608
100,11.77875606,5.7940520872,1.4998308842,1.3915528408,2.9881091416,12.476402915
101,1.4663657919,1.1930585401,2.8102762969,7.5975853796,3.3185286075,9.9428241383
102,16.189051013,3.337874779,11.0688932,14.943954567,2.9355305135,9.2206303324
103,6.1218703575,4.8118455443,5.9026603363,4.1684770095,7.3542961925,8.8769290147
104,4.0552473068,12.022565293,8.4637631951,8.732339107,1.3225896433,7.0400510344
105,9.8946054131,4.5673150737,13.677699306,2.3611084307,12.027536396,1.3160532066
106,12.790484,9.8215874946,1.8923224905,13.685254989,7.6306977421,9.9238275371
107,6.085180182,11.124618338,5.7940798532,14.1020568,5.124797523,8.5750232756
108,13.354753893,6.9046956096,4.2338317602,4.5026117433,10.074293867,13.486723466
109,1.3052404523,7.6182678137,4.9979169792,4.5851259558,8.58846182,7.7930112863
110,5.9519602321,15.666476071,12.525505594,2.3131148391,14.61301944,5.9055219018
111,5.5060036108,8.0272923461,7.1268181717,11.41864735,3.6747591831,11.690662861
112,12.110763591,1.5070586684,8.1946109799,6.9151580855,5.1985674948,1.2104906957
113,4.3349709995,2.2137608342,1.4121946441,15.537139064,5.7186338939,5.170065298
114,13.550120316,8.4065601458,10.426283742,13.646895385,13.889787678,12.838818848
115,15.756557181,18.677692643,13.901202274,3.0448712511,5.8445983566,7.9479989749
116,2.2670313045,6.0927755223,8.6299212226,17.072268964,15.060337514,7.4498087033
117,8.3465574309,13.228039832,8.3404233016,4.7122050752,1.4827235155,11.110735049
118,7.288356103,9.1681720796,4.3538232006,1.0545386802,8.3777180277,11.527220619
119,7.6222819537,9.717804119,4.8044167107,2.9593239506,3.435824655,11.540198489
120,5.0839554742,10.254956875,12.197849273,9.1333143092,10.658708561,3.3505690645
121,13.739852186,14.39266981,4.1186283214,13.105319876,9.9525727369,7.4516539576
122,3.2902120389,4.9365033163,13.383731803,11.549562645,5.0241131894,8.4949073431
123,8.090449091,11.400983152,9.8096282054,16.170844542,5.0739548095,13.275112676
124,8.9119163342,3.4087853907,11.210172186,4.9523012843,16.040339582,12.751418756
125,13.82557505,14.184296606,2.4984411004,16.342929859,4.2785770111,2.2398990605
126,10.060289301,12.88934629,7.9290355777,6.792834267,3.1718341559,5.0087780308
127,9.2471836321,4.7344120559,6.6331317185,10.354936949,8.4774647616,3.3519048602
128,15.253488816,17.154875377,12.100572375,13.92241348,4.9196629152,1.7227792735
129,5.2256821916,8.4168021232,3.1375440003,10.557062437,13.015821669,6.6182617301
130,15.890624925,13.917011628,9.6309477107,13.747855417,14.100215226,6.7291438452
131,3.7946206145,17.431980597,12.356741738,16.848577258,11.142730273,6.8900234117
132,16.413942561,3.8006616849,11.793586246,4.8711212026,9.3736336082,5.5449642623
133,15.809036992,2.7708589239,1.373229116,16.768676653,15.556782298,10.26963662
134,8.7294105366,8.8697116268,13.996404554,3.6247973745,11.767585251,10.507276935
135,6.364754796,9.1858303314,4.742890487,11.783528388,15.648283567,10.55220307
136,7.6437834166,10.160030929,13.72560632,10.666008009,1.4071049802,8.1825138626
137,5.3531475924,3.8472095365,13.195347199,12.373769496,14.624707218,3.257022813
138,1.9818150327,6.9769027298,10.617010879,1.5993814091,4.3201558776,6.6028960247
139,4.4080058336,18.308587402,2.3108124393,8.3250537189,1.8570663445,8.1032033551
140,12.047985237,2.8140533813,5.6068817452,15.343072,15.844325781,11.643305101
141,10.844916798,15.873756391,6.2911862587,3.0863713655,10.86328486,1.7771358625
142,8.0363343023,15.484735556,11.203194026,7.2322164434,5.1204781085,8.31834874
143,14.203370284,14.320705329,13.158690083,18.541840051,6.1774730161,8.8747311505
144,15.982155021,15.082693203,9.4419615669,7.5878634532,16.674788672,12.185668178
145,16.005340438,9.4118810063,2.2877948273,7.1866725637,9.1962065287,13.394754086
146,7.1006029397,12.564090678,6.538992278,1.622971341,2.5666352548,12.8346654
147,3.5098735839,8.0379866781,8.4352755682,2.9846888846,16.141295381,5.1797789023
148,12.750839151,8.6145455688,7.0670784158,8.5306471395,11.251958281,7.4665470072
149,4.3720473871,6.0229870169,13.428675491,14.310217728,4.069414869,2.2396246176
150,9.471523799,16.016073501,10.536392295,18.704157949,4.9047959559,9.6234257778
151,11.45341108,9.7049726825,2.5934359655,10.907525382,14.060086459,8.3790352754
152,15.091741245,18.233428435,1.1756618717,12.905147284,14.153460465,11.059219141
153,3.7052591257,5.6979151657,2.2801218661,17.822228824,16.346966129,5.5731418603
154,4.8325375877,18.591085899,1.6932786196,11.260554892,4.1318480559,10.656993184
155,6.401556842,6.4423337206,3.7880738268,17.114281958,7.2806376256,5.340271971
156,9.5284875594,16.756141534,8.7922994145,16.826916673,3.0231755078,5.8833722332
157,14.427742787,17.846530589,8.2731622059,1.0390487555,6.9115354642,10.60659846
158,5.1805075333,3.7632268691,11.614320471,14.591569861,5.9927879833,1.0034116709
159,10.065538265,16.16374914,2.0120652036,5.9498159611,10.811054241,1.424435952
160,15.586526956,13.950179204,5.1314466379,2.5216981559,7.8227161393,11.747211527
161,16.226284161,1.1122071883,12.064189408,16.378283172,6.0097101778,2.1389639764
162,5.2592285983,18.925608652,11.355233459,14.511121725,8.9369797669,6.4066917961
163,7.7927380018,14.26076843,11.591253946,12.769012071,6.3522840776,1.1536543809
164,8.4785549156,5.7183348606,8.428134576,9.7718735132,6.941893328,3.8670234643
165,15.267044459,2.6177229905,7.9530384489,5.7011240474,6.7885509282,10.208642129
