position,x1,x2,x3,x4,x5,x6
1,4.6311520971,3.0348006501,5.9521275987,3.8928045249,2.3935304917,1.2143091138
2,11.583761584,4.2429547957,4.0777825431,9.9310078216,12.62860598,6.722035046
3,15.061134461,17.42564255,7.2834186868,7.6374433199,2.226948306,2.689800363
4,15.850338191,15.973226075,8.8034457176,9.3577284468,1.9168406315,10.334394971
5,14.650835719,17.075135202,12.502041616,18.488907172,10.178149704,7.2520296376
6,9.3027757928,18.248290866,4.2701135746,16.489999772,8.4953595884,1.7987036926
7,4.8921544142,3.6894517294,10.681719376,11.537949966,12.463311177,3.0327358614
8,15.001809206,6.060664996,4.1784869488,18.570970203,3.9598018527,6.1641816236
9,9.3124682382,8.6000708016,2.0636363602,15.326319099,7.4857948311,1.5214160366
10,14.641665213,8.3595588417,4.3278947619,11.815978751,5.4485058188,6.3392529639
11,5.5506817587,18.416098235,5.8651803336,16.207525867,10.561025158,12.37762451
12,10.444673318,11.692825132,5.9955520488,2.1545193614,8.7605686784,7.648846566
13,15.757065929,7.0989558296,2.261460159,17.958400942,13.704243068,9.5279640502
14,12.841019694,14.494339529,12.722742968,14.24850605,14.198735226,8.2699932358
15,6.2498430461,18.634026905,6.5831551368,5.7922646967,7.1953495629,10.930637756
16,15.127581451,6.1349830986,4.1433197379,3.4191109021,5.4992725141,7.0229937241
17,16.972972911,16.606098258,9.9662118037,13.1818557,7.7652435526,13.54651485
18,9.7129427679,15.994164409,5.8543563725,15.131396918,8.9237271771,13.603359625
19,12.007655792,9.0046966076,3.469700204,18.085058829,2.8115208521,12.682411207
20,2.6517281234,9.8205337888,12.704028356,3.004665663,9.0509075411,11.526298717
21,13.035968561,9.4254936487,4.8276511536,17.385028176,3.5545586683,7.177166983
22,14.110602699,4.9512904016,2.4405585062,18.180027552,8.4594684131,9.6927887246
23,11.383057021,10.073006951,6.1127822408,17.270285286,4.60234024,3.6239849762
24,12.094628241,15.534185231,3.6930921071,15.989469348,1.9064694755,7.250583512
25,2.1945070997,15.890977745,10.976738822,5.1046316372,8.4162635542,1.4205983712
26,6.8572904877,11.538044053,9.4235132127,14.081751975,9.7021684237,2.1074415392
27,7.8841673769,9.610873871,4.5691558504,18.56941399,11.532384373,10.011759707
28,15.776580311,14.018277679,7.4826348703,9.9128681677,4.4761863425,5.6935569677
29,3.8061244786,8.0793536375,10.988298613,11.020561432,8.5371419005,8.5543614994
30,7.4027613997,7.9923334606,5.6673681668,6.673612264,12.88544954,2.7517423509
31,7.9987878315,15.517255555,4.3634282912,9.0842293771,13.928461429,12.677450048
32,6.7346457615,10.45426544,13.289337079,14.514488224,12.495108675,13.557621829
33,16.151352275,17.760485022,4.2797942322,5.4842219809,9.3148538619,2.5826493551
34,8.4633183442,1.6309212744,5.9354470703,13.837574819,2.3785347752,1.0262852982
35,11.13319565,13.161917035,7.5315105631,4.9543495532,1.9983665757,1.0903076197
36,15.706448879,11.830580353,5.5388304645,6.7949179285,14.228969038,1.4457395729
37,12.220316902,1.5051807659,4.1009445577,8.5083542527,14.666489594,1.451322115
38,4.6754001006,8.7684081588,12.597000841,1.2618811694,4.4879446439,6.3835006154
39,6.2968703434,2.9343076954,12.354331865,1.5238348716,3.9823766798,4.991578924
40,10.68315104,17.436374119,4.455375476,12.51541078,4.3379473351,7.1142157819
41,4.3309755586,8.6413521944,5.6463987015,14.367159533,16.366963975,12.303055715
42,9.0702846274,15.011360823,1.2140045816,18.182800324,6.8665385805,1.5380326512
43,13.418090869,17.21154923,7.9627510151,14.108446971,15.07592589,9.3916093323
44,10.732175145,9.1831728951,2.2525334496,6.6724177171,1.5430493616,12.17270338
45,11.695548423,4.6928645712,2.2305182132,6.8179569682,10.830641769,1.4449981102
46,10.525280301,1.1946471496,12.714528561,15.6944835,8.981220793,5.4696421912
47,4.5782295391,4.5971387192,13.743568432,10.793665723,12.537801415,11.80180038
48,15.422699608,7.2128519043,7.321773743,3.3115479085,1.8384671919,10.018701572
49,14.624075979,7.5866759974,10.130164624,6.292615592,12.500230219,5.8263935349
50,4.2286178879,3.5522739715,8.0215149736,8.0434969915,16.085533574,10.726322071
51,4.7471605986,13.342643905,8.4528274846,9.1490660594,16.388001766,5.5401721867
52,10.058732696,1.1060517156,4.6992759781,1.7157875285,1.7442931682,13.874373857
53,2.7609741203,16.069570524,10.861631635,2.3848914355,3.9720194824,8.8959373599
54,2.062541347,7.9476168035,6.0870280156,16.971723735,3.5916866735,8.4411881282
55,15.629214726,17.587188353,2.5678454658,8.3132027555,10.745888259,2.6686582642
56,4.3387483805,18.378207951,12.60431868,13.354773286,14.904693954,10.811549875
57,6.3431194648,1.860980913,7.6644723217,10.564238201,9.6600383446,12.742369337
58,10.669737961,16.850394648,4.0769879178,8.8496713848,16.787732933,5.5239842152
59,4.7942409962,17.692754589,7.3993340468,17.683990089,6.1612687483,12.76641762
60,4.8752247766,16.502779819,13.708947549,16.944965029,8.4740942493,4.8637220031
61,16.699920062,14.448316665,1.3806897744,14.21715049,9.1491405815,1.4546773997
62,4.660294082,13.006540526,11.376494614,2.4539607568,9.8640070036,4.2594179921
63,8.386231944,1.827447081,4.2212760225,18.351572639,13.855401151,3.768837143
64,1.9019702151,9.0699996632,6.5930641785,5.4362908807,9.4813024104,5.7799330608
65,16.442735411,13.89840612,8.1395137908,10.116133309,3.3070291132,6.7740825661
66,6.6266015507,18.999012432,13.959784888,13.199902629,14.734991763,10.112496845
67,3.4372758456,4.1895712591,3.103536492,11.453783559,5.7120105885,8.9805328178
68,13.615758236,12.852993159,5.578010868,13.165555786,16.666649424,11.87216974
69,15.199244794,3.9277365967,3.1389906283,10.83686347,13.941379555,9.5431542043
70,9.0607287697,9.5659085354,9.9701729324,3.9457582501,9.367299594,6.0979113716
71,13.653575115,11.490310154,11.125893743,7.0592095405,4.9555818178,13.941407709
72,3.4781891666,10.325748074,1.1634118315,2.6722466252,16.324272305,3.9679609607
73,1.6657000333,3.4149479629,3.6775707547,12.870857459,12.613342389,10.341338683
74,14.44754843,18.758162534,1.7243055608,18.570966473,11.813027538,9.1392241151
75,6.2066346146,4.6527401912,6.0522772497,8.7717908141,12.872792471,8.2221705299
76,4.108262118,13.276611603,9.9729694035,3.1431455202,4.1035686135,5.1624399726
77,9.5153821521,1.2275594384,3.7183050408,5.5364127937,9.3552812338,12.535333254
78,12.768641088,4.6605060706,13.868418952,16.358339188,8.9686508887,11.579830791
79,12.783555843,17.303199134,2.5394101057,9.3602712187,7.9618157707,4.2256065113
80,12.18800531,13.863515581,8.1042384233,14.722012974,7.5114231221,7.4634523662
81,9.9330348372,9.8802956478,1.2747507025,7.0821561697,9.597584065,12.977971593
82,1.4730311781,12.159509891,3.0332541279,15.546466127,15.722617459,1.5777500542
83,5.0398114622,17.174443458,13.960828286,13.585806927,3.1868862845,5.2498224066
84,14.891405277,17.974516442,1.8005383441,8.8615417648,4.9895924628,6.418381576
85,11.133816093,18.226061032,10.612216388,1.9852054496,9.8538117595,13.605722235
86,14.622773971,11.911848633,2.6489608865,14.15459203,13.699550904,4.3477071156
87,7.3594697565,16.691149958,4.1412655225,7.3865121892,5.4065725468,12.534073022
88,12.511176333,1.4574459363,9.6141920269,4.3685211744,10.548576016,10.637632892
89,2.0315949693,3.2957498734,2.2936247527,5.0200189985,5.7951140776,7.3023241814
90,1.2911728658,6.6670575067,4.1208042959,6.946684347,10.154270533,8.1339712508
91,11.770437352,12.000321993,9.0606301809,18.019472922,2.4760619849,7.7412110011
92,16.21263101,11.189596314,2.0161507458,5.5313884001,7.1313882843,2.7877477459
93,15.784761984,11.660191462,5.0444195259,2.4573206091,16.403818928,6.9214244199
94,8.9035521373,11.240960403,9.3550965672,5.5604019598,2.7855929583,11.171113998
95,4.9971637167,2.2487573964,10.613397085,13.870704647,6.1506208628,8.1488427678
