position,x1,x2,x3,x4,x5,x6
1,7.412151482,4.4713254012,9.9411487328,6.0214948915,10.116026357,9.2995439237
2,11.624831107,4.3032053155,13.374574185,2.0702134711,7.9509689957,1.9590353633
3,3.9457858279,16.416568039,8.507660537,15.273504421,15.812915143,4.3231868283
4,14.158502907,11.96208544,4.2880289974,5.9360991274,10.395443078,3.49363924
5,12.972908337,2.4302874249,8.2688508707,16.192108852,2.1019043326,7.5886580569
6,10.107971422,9.8962773806,10.425214138,7.5121361641,12.796829905,13.672883016
7,4.9891731478,13.189332044,2.9899091797,2.5824593725,9.0236799046,6.3872997407
8,4.7560903244,10.940276244,8.0569507251,16.177611622,10.787363488,11.60625876
9,11.922068466,13.206512347,12.854553021,3.1798697184,8.5969092064,2.1917315144
10,10.638390407,7.4856312745,6.5725455638,18.429979233,12.813489556,3.5902776718
11,7.7219258733,16.186748382,10.641326864,7.9004856762,9.1103104874,1.2527588422
12,16.858103864,8.1810369818,4.4188095815,15.271656249,7.0322586782,2.5067285923
13,6.8334524408,8.974782249,2.0536546602,12.679323063,8.3491758443,6.2472895554
14,4.1956059523,4.4775575222,3.9167921473,9.1878406764,9.7022178322,5.81209806
15,1.6862117313,8.8104530466,4.6782242323,5.9732542224,1.6217571273,9.5810957998
16,2.4140544645,5.6313255718,11.240139557,17.334321602,7.9752926044,2.1321015859
17,12.240245383,7.8131354912,4.5656365314,6.7928180271,16.282462906,3.3556766293
18,12.247499969,18.031125239,13.059429548,10.457141631,7.7955834046,5.580223612
19,9.7912214212,11.633269288,5.9062218308,12.033313013,10.44041387,12.206701436
20,2.9419147931,16.507657562,9.4170540129,9.1233617547,11.64897744,4.2901990574
21,14.139379054,5.0389649537,6.5537111415,14.328148869,15.202151757,13.053274126
22,9.0363497548,13.038945919,13.243143166,16.399153524,14.471341979,4.3089774174
23,10.608197395,17.492746818,10.626355771,2.3973643444,2.3952021897,13.042438551
24,13.725312237,2.6256291452,7.5363752486,8.5162649672,12.752959847,12.654351715
25,13.445296012,1.8024068619,11.507229503,17.510513309,6.0347131863,6.6529135045
26,5.2445755564,7.1424700944,12.591911722,7.5656874436,15.043748092,10.172953698
27,7.8450385705,3.9254077058,13.753225904,11.688823993,6.6616955288,8.2758700009
28,9.9353906065,14.396597129,4.1600866481,10.860520512,7.6630110145,8.5307599665
29,7.359508764,6.4382646838,10.712277772,4.3231270416,13.879995096,5.65502442
30,9.6882070191,9.8375871563,3.1226515742,7.9979839781,15.769137233,3.4072529073
31,1.4111085385,9.1440442391,12.354203359,11.532541506,9.3831517547,6.7228986127
32,10.341245584,15.21357976,2.7486664366,2.0905450177,8.4695645943,2.6052218673
33,6.6302326769,14.239142911,4.9393639008,7.0836882726,1.451165989,13.506432455
34,13.147234164,4.5288279392,9.5924493326,16.061767886,12.583248053,7.188898687
35,9.7349566631,14.779734971,9.7673332444,14.223491014,12.498547897,4.9492051452
36,9.9118422754,16.075216599,5.9466597692,16.507818927,5.4179757722,4.5239010409
37,12.767493069,11.388245387,7.0158847554,4.2898286236,4.6342869774,13.270354816
38,13.466057573,5.3297604327,4.815816487,6.6307279957,3.9714398235,12.112915295
39,15.337046605,7.2971111913,10.429402398,12.24824169,9.8860009722,8.7129140603
40,14.965047691,8.2376828096,13.490429221,13.895350334,9.5078697465,6.3965060173
41,11.267402343,6.8739012978,13.275812509,5.3607248887,6.5783764943,8.7786137215
42,13.129757255,7.4071071749,1.5635319382,4.2077010684,13.953280501,12.249990258
43,12.584344942,16.406587057,10.661589369,16.465002342,7.9072009102,9.9237981772
44,12.796193294,14.395391854,7.0750034214,3.2526700678,8.1223702058,3.1506374246
45,1.1648314632,5.8775342922,10.453944693,17.031414725,8.4198091291,8.3498419111
46,12.306843154,8.9865554324,13.810398314,16.136875882,14.25155092,4.6849275616
47,13.629959084,15.485144777,11.805671867,12.117037715,1.1618821658,11.326873539
48,3.2166683637,16.684935451,3.8415989846,9.5683948426,16.414075013,2.8526886099
49,6.2531591505,3.8501509433,10.384746159,15.570917748,12.676648971,11.230080568
50,2.509855099,13.115819413,5.1741778967,6.8361478313,4.919863943,4.6291025183
51,6.1198799498,1.9348982265,9.7733098213,7.2129471311,3.7829484008,11.309516784
52,12.630689371,12.465647019,12.958689274,12.162202724,14.480764143,4.9758502147
53,3.6198128276,7.8005760224,2.2512062318,14.023348085,14.383363944,13.002817827
54,5.5433828831,2.1838715081,8.8119833169,17.10496111,8.6929484569,10.84792154
55,13.355412126,7.5103728967,4.405427543,17.554764058,2.1022403054,5.4734054096
56,10.377894264,11.386688201,9.9021145569,9.6560089067,10.941094477,4.684944097
57,1.8709634393,14.376938792,11.218456494,13.281347709,6.4788042344,9.902863632
58,13.520409506,14.652122172,3.4466870776,18.011347501,4.8981175274,5.1678740594
59,12.115067057,6.9121392383,12.667510351,13.156474246,8.1512572803,9.7031930685
60,16.983813386,2.6074942607,4.0091381976,5.2593661044,8.0778918155,4.5304478332
61,8.8441550769,17.849181693,11.726576864,4.247519664,11.605051082,10.138846922
62,13.377050523,9.6711889105,12.293201667,9.7498866916,16.088624757,5.7199867016
63,5.4958464913,16.818863298,12.977436062,5.2825536127,5.7621472999,10.640691151
64,10.24071648,11.926518468,4.4003964805,7.3232119475,8.3750296272,1.8695713002
65,13.143888127,1.8481292427,9.3158763431,4.5572096501,16.199087609,9.5294836785
66,13.923701998,15.578217526,9.0005402849,7.316411986,3.6981078684,2.0099544567
67,2.8282108754,7.3633815143,5.4925612446,10.568540138,11.299963202,8.0592032443
68,1.4797565565,4.4512541629,13.021581759,4.2570505375,9.7882392183,4.8809867883
69,6.3929018229,3.7098478628,6.9433532502,3.2808383629,3.31904874,1.056526195
70,2.686370492,1.4625237351,12.999939036,2.0535983597,9.9001417831,9.3444552007
71,6.2376616858,12.670998907,11.895268464,8.7489951053,4.4613028541,9.9699306583
72,3.4950866885,9.0773253208,9.5921737154,11.682517114,12.53580321,13.744809991
73,16.493537158,3.996546695,3.2825360263,5.4877956556,16.786062978,5.7476320826
74,1.8630365692,13.576050387,13.977982121,11.916353956,5.8398505636,2.6866295678
75,14.036004487,14.855709556,6.0027977924,13.378956925,11.24752738,3.3236844512
76,1.2208848782,3.465974215,9.0551461368,3.8839007518,4.2777681686,13.982832075
77,11.213263635,4.3767103567,7.5268496356,5.1779370299,9.2100772224,1.6178665194
78,9.362797074,11.063304252,9.0614043209,7.2089639627,5.6381470934,12.863451527
79,15.54020384,9.5289329262,10.656657815,18.170764891,11.037450995,10.021886406
80,6.8071605153,2.4869133499,5.785952158,2.1279350575,11.276427515,10.425007011
81,13.685171504,2.9701939085,2.7825917674,12.839457424,4.7959593534,8.8606798565
82,5.9663775042,8.2175000249,3.6707375878,11.650313645,9.3793527074,4.9831462335
